time [h]	Qdot1 [W]	Qdot2 [W]	Qdot3 [W]
6990	3350.2	30019.4	7005.9
6991	1384.9	18987.2	64637.9
6992	564.5	12953.9	49416.6
6993	175.0	5556.0	38912.1
6994	118.1	4151.9	36169.5
6995	81.4	2989.2	30976.8
6996	44.2	2088.6	26979.4
6997	4.5	1999.9	24408.9
6998	0.2	2279.9	22963.3
6999	86.2	3006.9	22089.5
7000	301.0	4915.6	20028.1
7001	524.3	8029.1	20325.7
7002	655.0	9169.3	26471.8
7003	537.8	7734.1	30659.8
7004	1199.4	12929.4	32141.6
7005	728.7	9473.3	31824.2
7006	856.7	11277.2	32108.9
7007	68.8	1496.1	32294.3
7008	96.4	1691.8	1708.2
7009	112.3	1850.9	1783.5
7010	121.9	1966.2	1930.2
7011	128.4	1996.8	2099.9
7012	135.4	2071.9	2282.4
7013	4241.3	33216.9	2418.9
7014	3035.5	27675.6	3804.2
7015	1300.4	18007.6	58460.2
7016	632.3	13908.6	44908.3
7017	796.4	13243.6	32874.2
7018	335.7	9202.5	28760.7
7019	254.3	7723.3	27840.2
7020	152.6	5050.7	25447.7
7021	85.2	3542.1	23682.4
7022	79.1	2841.6	22875.1
7023	199.3	3900.7	22545.7
7024	497.8	7854.3	19758.9
7025	918.3	11806.7	20575.2
7026	1238.2	14476.2	25235.7
7027	1164.2	13147.2	28271.4
7028	1947.2	19516.1	28443.0
7029	1386.4	16233.1	28556.7
7030	1494.9	18053.4	29619.7
7031	97.1	2036.6	30171.7
7032	113.7	2100.6	1697.4
7033	121.2	2060.3	1760.1
7034	127.1	2063.4	1888.3
7035	131.2	2064.5	2035.9
7036	134.0	2059.5	2194.4
7037	4735.4	35207.2	2350.2
7038	3350.4	28925.0	3829.8
7039	2056.9	22434.1	61585.1
7040	1314.6	19439.1	48764.6
7041	704.3	14319.6	38764.1
7042	356.9	10369.6	34767.8
7043	220.8	7215.6	29365.1
7044	131.7	3866.7	24201.5
7045	149.5	4704.9	20711.2
7046	286.6	6592.0	18836.1
7047	491.7	7207.2	17689.1
7048	957.9	9163.3	16711.0
7049	1166.9	10627.8	16390.8
7050	1144.6	10490.4	18214.8
7051	1084.1	9155.7	19958.3
7052	1796.9	14256.3	21011.7
7053	1121.4	9328.3	21668.6
7054	1181.8	10446.3	22129.2
7055	40.4	1089.1	21910.1
7056	72.1	1174.1	1694.5
7057	83.7	1229.0	1705.8
7058	90.8	1240.2	1776.3
7059	96.5	1270.3	1882.2
7060	100.1	1291.3	2064.1
7061	3952.6	23965.2	9436.0
7062	2840.6	20851.2	8669.5
7063	1605.5	14095.6	41735.4
7064	900.0	10908.0	30011.9
7065	421.2	8200.3	22716.6
7066	209.2	6056.1	19842.8
7067	131.2	4027.2	17200.1
7068	120.1	3095.1	15219.6
7069	474.8	6200.9	13361.6
7070	811.1	8191.9	12278.1
7071	1038.1	7999.2	12585.1
7072	1236.6	8899.7	12923.4
7073	1296.2	9029.2	14414.8
7074	1163.3	7678.1	17393.6
7075	1001.7	6739.6	18544.1
7076	1668.9	10930.0	20299.5
7077	971.7	6162.7	21516.4
7078	1015.9	6735.0	22531.8
7079	12.5	667.8	22933.0
7080	53.7	849.2	1694.5
7081	70.5	976.8	1694.5
7082	77.1	968.1	1718.8
7083	81.8	973.4	1837.5
7084	88.8	1070.3	1996.8
7085	3670.3	20706.8	7177.1
7086	2670.1	17921.8	7109.1
7087	1187.2	9620.8	49827.1
7088	614.8	6524.8	38764.2
7089	266.6	4117.6	29327.8
7090	111.0	2817.0	23470.9
7091	86.4	2290.3	21757.3
7092	75.2	1768.4	21095.7
7093	65.8	1417.4	20398.0
7094	125.3	1772.8	20105.1
7095	371.5	3172.6	20327.4
7096	856.1	5211.3	21688.5
7097	1045.2	6497.2	24314.7
7098	991.9	6318.1	26876.6
7099	885.9	5495.9	27776.0
7100	1540.8	9537.0	29192.5
7101	889.4	5193.7	30483.0
7102	916.9	5391.0	31328.4
7103	6.1	491.1	30977.3
7104	43.6	654.7	1696.8
7105	56.7	644.2	1758.2
7106	63.5	631.2	1895.0
7107	70.9	666.2	2026.8
7108	77.3	729.5	2285.5
7109	3371.1	14691.3	6989.2
7110	2491.7	14400.8	7600.9
7111	799.4	5735.8	65024.1
7112	168.0	2281.5	51191.0
7113	91.7	1436.9	40649.7
7114	60.1	854.2	38551.4
7115	43.8	594.8	33943.0
7116	30.9	500.4	29585.5
7117	16.5	810.5	26743.4
7118	35.3	1578.6	25804.1
7119	115.1	2939.5	25612.3
7120	376.5	4911.8	23244.0
7121	611.2	6330.3	24452.0
7122	710.4	6384.5	30460.2
7123	617.9	6150.1	32961.8
7124	1304.9	10609.9	35471.7
7125	805.6	7108.7	37161.2
7126	887.7	8752.4	38060.5
7127	29.5	1102.1	38187.1
7128	60.7	1101.1	1730.9
7129	69.5	1083.9	1833.0
7130	72.7	975.0	2063.8
7131	76.3	887.3	2308.5
7132	82.0	920.5	2606.2
7133	2979.0	15860.9	8151.6
7134	2240.8	15478.9	8959.7
7135	968.6	8292.7	81995.7
7136	459.2	6115.4	65827.8
7137	127.7	3432.7	51063.0
7138	106.5	3325.5	47221.1
7139	97.2	3108.0	41805.4
7140	74.2	1973.1	36650.9
7141	34.7	1848.2	32399.0
7142	27.5	2250.7	30069.0
7143	154.3	3240.1	28708.5
7144	423.4	5868.7	25238.3
7145	748.8	7407.9	27201.6
7146	839.7	7562.8	34984.5
7147	767.0	6727.8	36572.4
7148	1431.4	10521.4	37021.0
7149	895.2	7595.0	38401.0
7150	1001.6	9998.3	39738.6
7151	46.2	1236.5	39159.1
7152	82.1	1458.1	1769.7
7153	97.4	1598.4	1860.1
7154	105.3	1591.5	2046.6
7155	111.6	1639.6	2274.8
7156	124.5	1915.9	2520.3
7157	4535.4	32531.3	7614.5
7158	3186.6	25766.4	8244.3
7159	1530.0	16878.8	70671.9
7160	604.4	12005.4	55455.8
7161	167.4	5555.6	43695.1
7162	139.0	5805.0	34729.8
7163	172.8	6183.6	28157.5
7164	184.7	6110.9	26256.0
7165	215.7	6304.0	26804.3
7166	394.2	8302.0	26486.6
7167	1108.9	14362.1	25575.5
7168	1526.7	17494.1	20564.7
7169	1600.8	16904.7	23484.5
7170	1479.7	14580.5	30161.3
7171	1336.4	12845.3	35241.2
7172	2107.7	19820.7	38861.4
7173	1467.0	15753.4	39636.8
7174	1520.4	16217.0	38659.1
7175	84.0	1729.8	36732.9
7176	110.2	1980.9	1741.3
7177	123.0	2044.8	1828.9
7178	134.5	2184.7	2004.6
7179	146.9	2431.3	2206.3
7180	154.0	2503.3	2380.6
7181	5435.0	40051.1	2511.3
7182	3833.9	33757.5	4062.9
7183	2393.8	25569.8	63224.0
7184	2168.9	25078.3	50042.3
7185	1863.9	22616.3	36900.5
7186	1651.0	21887.6	34460.7
7187	1480.2	20106.9	30998.3
7188	1333.3	17676.7	26342.1
7189	1288.6	16471.1	23378.1
7190	1360.9	15737.7	22324.3
7191	1442.8	14381.9	18491.9
7192	1643.6	14889.9	18473.6
7193	1661.1	15020.1	20156.0
7194	1587.2	14206.9	22504.7
7195	1340.4	12094.3	24186.3
7196	2051.4	17336.0	24990.8
7197	1363.2	11697.2	25336.9
7198	1353.1	12033.6	25689.7
7199	40.2	1104.0	25067.1
7200	69.4	1142.4	1694.6
7201	78.5	1137.3	1740.1
7202	85.3	1172.2	1825.5
7203	92.0	1252.3	1933.3
7204	96.5	1282.2	1997.5
7205	3998.0	25127.4	2078.5
7206	2915.2	21564.8	3179.9
7207	2030.1	15892.3	49135.7
7208	1605.4	12790.8	41119.5
7209	1250.2	10753.2	36293.7
7210	1021.8	9406.6	33201.9
7211	882.2	8008.5	30419.5
7212	853.0	7661.7	27608.6
7213	868.4	8390.6	25937.1
7214	482.5	7284.7	25321.2
7215	780.5	7955.8	24985.2
7216	1291.2	10466.7	25552.8
7217	1395.5	10712.8	28699.3
7218	1306.5	9109.0	31691.3
7219	1201.1	8346.7	33230.4
7220	1885.7	12735.3	33513.6
7221	1209.5	8027.6	33835.0
7222	1338.6	11219.5	34464.9
7223	38.4	1007.8	34020.0
7224	65.8	923.2	1710.6
7225	78.0	1034.1	1786.6
7226	86.1	1108.9	1914.4
7227	91.0	1102.6	2061.4
7228	96.5	1128.9	2367.9
7229	4071.7	23034.0	11146.7
7230	2929.0	20174.3	11086.2
7231	1935.1	14305.8	71285.9
7232	1641.4	14407.2	58581.0
7233	850.0	11639.9	50852.7
7234	214.7	6293.3	42651.3
7235	114.5	3339.7	34427.0
7236	95.1	2858.3	27222.2
7237	62.4	2300.8	29738.4
7238	91.3	2531.5	28798.7
7239	269.1	4665.4	25591.6
7240	901.6	12509.2	28798.7
7241	1367.0	15980.4	33414.6
7242	1303.7	13390.6	37131.6
7243	1163.5	11911.7	36243.6
7244	1866.5	16837.4	36397.4
7245	1280.9	12948.6	36938.7
7246	1361.3	14537.7	38170.8
7247	78.3	1815.7	37936.7
7248	103.8	1998.0	1742.6
7249	112.7	1903.8	1832.0
7250	121.7	1969.5	1992.3
7251	131.7	2156.1	2188.7
7252	138.4	2191.4	2481.0
7253	4921.8	36767.8	8785.6
7254	3429.5	30047.1	9147.3
7255	2345.5	23907.3	71875.0
7256	2095.7	24108.7	59151.1
7257	1969.2	24442.4	52932.7
7258	1642.9	21455.4	47021.8
7259	956.9	15782.9	42783.0
7260	1155.5	16628.4	40814.0
7261	868.7	15072.5	38555.4
7262	954.3	15668.2	37431.9
7263	1341.2	18512.8	37189.2
7264	1861.5	21232.4	38602.5
7265	1978.9	20929.5	41219.5
7266	1872.8	19187.2	42651.5
7267	1739.2	18091.3	41636.4
7268	2399.0	22921.8	42123.4
7269	1673.4	16640.0	42404.3
7270	1684.9	17432.6	42978.0
7271	85.2	1734.0	42083.4
7272	112.3	1995.5	1806.3
7273	126.2	2138.3	1902.5
7274	138.1	2275.5	2134.7
7275	148.5	2410.6	2389.4
7276	154.5	2480.7	2654.2
7277	5621.4	41559.4	8561.3
7278	3974.7	36182.5	9318.8
7279	2750.7	29486.4	80236.2
7280	1964.3	25591.3	67287.1
7281	1407.3	21342.2	60877.3
7282	1099.6	19289.2	55293.2
7283	829.3	16211.2	50830.5
7284	633.6	13238.9	47854.9
7285	681.1	12891.9	45586.6
7286	996.4	14585.0	42061.9
7287	1633.5	18082.0	41167.6
7288	1936.8	20195.1	44956.8
7289	2019.7	21123.3	48348.1
7290	1929.9	20287.2	50089.8
7291	1756.4	18071.6	48373.1
7292	2404.2	22567.3	48183.5
7293	1697.4	16623.4	48141.5
7294	1721.7	17212.2	48198.0
7295	82.2	1588.2	46599.3
7296	100.0	1499.7	1878.4
7297	108.9	1533.4	2050.2
7298	115.2	1575.0	2387.1
7299	120.9	1632.7	2621.7
7300	126.6	1691.8	2969.5
7301	4936.4	33180.3	9022.0
7302	3509.0	27964.0	9861.4
7303	2397.7	21182.7	84695.1
7304	1671.7	18509.2	68911.7
7305	1197.8	16097.9	54569.9
7306	878.7	13492.3	49219.3
7307	747.6	12025.8	46971.7
7308	1171.9	14242.5	43844.6
7309	1335.4	15075.8	41747.3
7310	1162.7	14354.3	39524.8
7311	1486.5	15572.6	33274.4
7312	1778.5	16371.0	32719.7
7313	1831.0	16384.5	38295.4
7314	1688.2	14663.7	41901.0
7315	1486.9	11903.5	41792.3
7316	2166.2	16232.0	43220.8
7317	1508.8	11493.1	44796.7
7318	1565.8	13308.4	46077.7
7319	65.9	1277.5	44823.6
7320	92.4	1398.6	1832.0
7321	106.8	1535.8	1963.3
7322	117.9	1656.2	2256.8
7323	124.7	1681.4	2497.9
7324	130.5	1725.7	2813.5
7325	4961.2	32279.1	8595.8
7326	3427.3	25079.8	9526.4
7327	2242.6	18282.8	84010.9
7328	1542.5	15638.7	69920.2
7329	1066.5	13289.2	61377.6
7330	767.9	11124.8	53118.5
7331	504.5	9058.2	49785.4
7332	215.9	5564.2	47360.6
7333	334.2	7084.6	46043.8
7334	749.4	10249.5	44866.5
7335	1276.2	13122.3	43016.3
7336	1654.9	15043.9	42950.0
7337	1737.9	15280.7	46497.1
7338	1559.4	12980.1	48175.8
7339	1354.0	10979.0	46712.2
7340	2155.3	17199.3	46744.2
7341	1605.2	13399.6	46647.0
7342	1739.4	16480.0	46419.0
7343	89.9	1745.3	44830.9
7344	114.6	1900.9	1875.8
7345	125.7	1958.5	2019.7
7346	132.3	1948.1	2325.7
7347	137.5	1912.5	2557.2
7348	142.5	1911.7	2770.7
7349	5383.7	36439.4	3048.7
7350	3830.1	30617.0	5007.0
7351	2667.4	23481.2	76181.5
7352	1869.1	19347.7	63651.0
7353	1177.2	13374.3	55847.0
7354	823.5	10290.3	49015.6
7355	613.6	8087.4	45176.3
7356	406.3	6575.6	40887.2
7357	401.6	5466.1	39430.2
7358	494.6	5733.9	39548.0
7359	616.3	6396.0	40291.8
7360	1295.9	9494.9	40844.8
7361	1475.1	10879.5	41929.8
7362	1394.4	9616.5	42519.2
7363	1158.8	7921.5	42459.5
7364	1867.0	12467.9	42169.6
7365	1224.3	8255.7	42100.1
7366	1271.5	8865.5	42270.2
7367	36.1	846.4	40983.2
7368	75.4	1043.4	1848.5
7369	90.2	1190.4	1930.6
7370	101.9	1283.2	2146.2
7371	115.5	1425.8	2374.6
7372	127.8	1577.2	2543.5
7373	4861.8	29298.2	2762.7
7374	3450.8	24288.5	4438.0
7375	2408.8	18265.8	66583.5
7376	1596.8	13906.3	53941.3
7377	1083.8	10431.5	46867.3
7378	1251.2	10776.2	42051.5
7379	1230.5	10794.0	38657.3
7380	1190.1	10332.8	36664.5
7381	1251.6	10280.0	34841.0
7382	1449.6	11026.2	29596.0
7383	1534.4	10830.9	30334.9
7384	1678.1	11941.6	32440.0
7385	1698.9	11896.1	34443.1
7386	1637.3	11781.9	35191.5
7387	1533.4	10793.7	35330.4
7388	2224.5	15844.7	35401.9
7389	1549.6	10996.8	35501.0
7390	1606.5	12664.2	35376.4
7391	69.9	1263.7	34068.0
7392	94.6	1385.5	1767.8
7393	107.7	1494.4	1846.0
7394	116.9	1570.9	1958.8
7395	122.8	1576.7	2095.0
7396	128.2	1593.6	2406.0
7397	5024.7	31096.3	11943.3
7398	3542.1	25653.8	11847.6
7399	2379.5	18338.4	66832.6
7400	1178.8	12968.8	54446.3
7401	379.1	7712.9	46610.9
7402	210.2	4233.8	39785.2
7403	164.2	3364.4	37571.7
7404	122.0	2885.1	34807.1
7405	97.1	2277.4	32274.0
7406	210.7	3056.3	29166.6
7407	420.9	5913.1	30074.5
7408	840.5	10031.5	31782.3
7409	1288.6	12754.6	34509.6
7410	1273.9	12071.6	35984.6
7411	1183.3	10947.4	33758.8
7412	1938.4	16066.3	33796.3
7413	1346.9	11703.5	33906.0
7414	1557.0	15428.0	33890.1
7415	93.9	1716.9	32789.0
7416	112.3	1734.9	1735.8
7417	122.5	1778.6	1815.1
7418	132.0	1860.9	1930.3
7419	141.2	1969.6	2050.7
7420	147.9	2030.5	2294.5
7421	5224.1	36446.8	8673.0
7422	3736.8	30642.2	8916.7
7423	2537.7	24510.9	65309.6
7424	1778.4	21001.8	51709.1
7425	857.1	15191.4	42006.1
7426	526.2	12093.2	33042.4
7427	586.3	11904.3	27824.3
7428	622.2	11188.1	29561.3
7429	711.7	11309.6	29843.8
7430	993.3	12333.1	24575.3
7431	1461.2	14310.6	25238.9
7432	1803.5	16304.5	28107.6
7433	1982.3	18307.2	32680.2
7434	1926.8	17568.3	36047.6
7435	1803.1	15933.5	35735.0
7436	2502.0	21500.5	36891.3
7437	1853.6	16717.3	37998.4
7438	1979.7	19023.9	38418.9
7439	107.2	1876.3	37962.5
7440	125.8	1959.0	1740.9
7441	136.0	2004.3	1829.0
7442	142.1	2005.3	2005.5
7443	149.1	2037.8	2224.5
7444	155.0	2084.5	2564.3
7445	5622.9	37151.1	8591.2
7446	3916.9	30001.4	9277.6
7447	2799.7	22671.5	79010.1
7448	2450.3	20929.6	64344.9
7449	2168.5	18881.2	54454.0
7450	1890.3	16676.5	43614.6
7451	1650.9	15139.6	34647.7
7452	1128.2	11839.7	31118.9
7453	1481.3	13722.4	30297.0
7454	1795.2	15648.9	28777.9
7455	2023.6	17278.1	27483.6
7456	2153.2	18169.6	29222.7
7457	2172.1	17728.1	34380.7
7458	1998.1	15666.0	39010.3
7459	1801.9	13814.4	39646.4
7460	2483.9	19158.9	40764.2
7461	1826.5	14496.2	41562.2
7462	1878.3	16111.3	40898.2
7463	87.5	1429.4	38982.7
7464	107.4	1491.0	1801.9
7465	118.1	1544.8	1893.1
7466	124.2	1550.7	2091.8
7467	128.3	1539.4	2324.6
7468	132.1	1538.5	2551.0
7469	5178.8	30837.0	7642.1
7470	3688.0	25814.3	8247.2
7471	2625.4	20191.5	68825.9
7472	1886.7	16809.1	55835.3
7473	1354.5	13486.8	47411.4
7474	987.6	10788.3	40203.1
7475	759.0	9290.3	35516.2
7476	639.9	8394.6	31031.5
7477	702.3	8702.4	26809.9
7478	956.7	10001.3	25001.3
7479	1261.3	11723.0	25917.3
7480	1711.8	14612.4	27791.1
7481	1855.0	15470.7	30855.5
7482	1708.7	13140.0	32778.5
7483	1503.0	11223.1	32161.4
7484	2174.7	16100.2	32089.1
7485	1502.1	10808.3	32056.5
7486	1554.1	12096.1	32461.6
7487	63.3	1135.7	31836.4
7488	89.0	1257.7	1746.6
7489	101.2	1358.9	1828.1
7490	111.0	1472.5	1940.2
7491	117.6	1518.5	2061.8
7492	121.8	1514.2	2275.2
7493	4735.9	29484.3	6548.2
7494	3359.7	24603.0	7236.9
7495	2374.7	18826.4	63452.7
7496	1693.0	16146.4	51926.8
7497	1230.4	14019.6	44488.4
7498	938.7	12187.6	39077.5
7499	747.4	10470.7	35548.3
7500	669.3	9834.6	32568.9
7501	757.6	10732.5	30339.7
7502	1049.3	12128.0	27804.4
7503	1496.7	13611.0	27034.6
7504	1779.8	14560.4	28936.2
7505	1797.8	14446.4	33266.3
7506	1634.7	12352.5	35540.6
7507	1512.4	12076.4	34881.9
7508	2270.1	18708.8	35064.4
7509	1636.9	14003.3	35272.8
7510	1705.6	15736.5	35332.7
7511	81.4	1500.7	34428.3
7512	104.7	1636.2	1746.2
7513	114.7	1672.7	1828.1
7514	121.1	1690.2	1952.7
7515	126.7	1710.5	2102.8
7516	131.3	1710.9	2269.0
7517	5018.9	32276.5	2441.6
7518	3552.1	26734.6	3954.1
7519	2614.6	20962.1	60773.3
7520	2177.8	18843.6	50173.3
7521	1281.3	12730.0	41821.4
7522	850.0	10000.8	34293.5
7523	715.7	8826.5	28112.8
7524	901.3	10153.7	24442.9
7525	360.6	6094.5	24168.1
7526	643.6	8485.5	24575.4
7527	1144.8	11627.0	21844.5
7528	1739.0	15522.6	23667.3
7529	1854.7	15828.4	27441.3
7530	1846.7	15577.8	30283.5
7531	1672.7	14260.9	31971.9
7532	2408.6	20393.9	34291.3
7533	1783.1	16182.8	36009.1
7534	1839.2	17576.2	37037.4
7535	93.3	1657.0	36886.6
7536	109.3	1661.1	1737.1
7537	116.2	1624.0	1828.1
7538	120.5	1582.8	2030.9
7539	125.1	1579.2	2259.9
7540	129.2	1593.8	2508.0
7541	5006.7	31033.7	2783.5
7542	3569.3	26000.7	4507.7
7543	2641.7	20737.1	70983.8
7544	1928.9	18058.5	58236.9
7545	1344.4	14191.4	47416.3
7546	851.3	9906.5	35872.6
7547	312.7	5431.4	28921.2
7548	359.6	5356.9	26536.5
7549	550.3	5741.0	26382.9
7550	823.0	6522.5	26864.7
7551	1236.4	7582.6	28252.3
7552	1463.0	9069.1	29970.2
7553	1486.3	9070.0	33245.2
7554	1430.3	9044.8	34981.2
7555	1340.7	8312.4	35393.3
7556	2077.2	13323.7	34985.6
7557	1422.6	8637.0	35526.9
7558	1453.9	9365.2	37445.4
7559	59.4	969.1	37051.1
7560	89.7	1134.0	1758.3
7561	100.2	1177.4	1835.3
7562	108.3	1256.0	1956.8
7563	114.9	1304.4	2088.6
7564	119.8	1316.6	2404.0
7565	4820.6	27408.5	11052.7
7566	3403.7	22926.4	10721.6
7567	2371.9	16125.9	62579.9
7568	1691.5	13494.8	50358.0
7569	1091.4	9968.5	43170.7
7570	385.9	4443.7	37821.3
7571	198.8	2276.0	30863.2
7572	140.9	1795.6	27356.3
7573	117.9	1731.5	26698.3
7574	183.3	2223.0	27462.5
7575	384.6	4987.0	28561.5
7576	795.9	9591.0	29573.5
7577	1252.2	12839.5	32655.8
7578	1326.5	12755.5	35220.6
7579	1257.8	11447.8	33820.4
7580	2000.8	16746.8	34404.6
7581	1399.0	12530.5	35086.5
7582	1528.8	14816.8	35160.5
7583	97.0	1700.9	34172.9
7584	116.7	1771.0	1730.2
7585	129.8	1858.8	1810.7
7586	141.2	1964.3	1931.2
7587	150.0	2039.0	2073.3
7588	155.8	2118.3	2341.3
7589	5308.3	35268.1	8640.6
7590	3726.2	28437.7	9001.7
7591	2740.5	23485.6	70230.9
7592	1902.4	21112.1	58494.0
7593	618.1	10641.2	47442.4
7594	520.4	8309.5	35244.3
7595	499.2	9724.1	36227.0
7596	569.6	11938.8	34724.1
7597	487.3	10536.0	32933.2
7598	1006.7	13621.9	33113.7
7599	1620.7	16532.4	31899.5
7600	1899.2	18093.8	29769.8
7601	1969.8	18770.3	36076.3
7602	1844.0	17155.6	40728.5
7603	1686.1	15214.4	40899.2
7604	2390.5	21080.9	40803.1
7605	1775.8	17157.7	40475.3
7606	1872.8	18739.8	42036.5
7607	103.6	1840.2	41520.6
7608	123.5	1953.8	1759.9
7609	134.9	2032.6	1854.6
7610	142.2	2037.4	2083.7
7611	149.1	2088.2	2369.1
7612	156.6	2213.0	2709.8
7613	5620.5	38940.3	8914.8
7614	3951.0	31785.3	9783.4
7615	2897.2	25253.8	85144.4
7616	2567.8	24780.3	70608.5
7617	1953.7	21305.5	59371.9
7618	2023.5	21043.0	50869.5
7619	1940.9	19544.6	47789.7
7620	1845.3	18372.4	42883.9
7621	1872.7	18390.8	39235.4
7622	1953.1	17988.5	37545.3
7623	2036.7	18073.7	36021.3
7624	2119.3	18429.3	32526.7
7625	2056.4	17097.1	39464.8
7626	1851.0	14304.0	46072.2
7627	1636.4	11842.4	47496.5
7628	2299.6	16694.8	49676.1
7629	1627.0	11759.1	51110.9
7630	1706.4	13687.4	52397.7
7631	78.6	1390.2	52023.6
7632	109.8	1697.0	1885.4
7633	121.8	1774.3	2132.5
7634	127.3	1755.0	2514.3
7635	133.9	1835.8	2794.1
7636	138.9	1879.8	3304.5
7637	5284.2	35347.7	10337.3
7638	3753.1	29482.7	11486.8
7639	2757.3	23698.7	100014.0
7640	2118.4	20968.5	83878.0
7641	1655.5	18883.8	70520.0
7642	1327.6	16693.9	58467.9
7643	1082.1	13923.4	56472.9
7644	1021.4	12801.5	52420.5
7645	1479.0	14745.2	47767.8
7646	1793.5	16397.0	45278.3
7647	1974.9	17280.1	42375.7
7648	2010.6	16669.5	38851.5
7649	1995.9	16510.0	46182.9
7650	1819.1	14770.1	52577.0
7651	1598.9	12413.8	52962.2
7652	2271.2	17391.2	54357.4
7653	1604.0	12113.3	55833.2
7654	1659.3	13390.5	56838.8
7655	70.2	1204.0	55671.5
7656	93.6	1292.8	2039.6
7657	104.0	1333.8	2321.8
7658	111.0	1364.2	2693.2
7659	115.6	1360.0	2945.9
7660	118.4	1323.6	3484.1
7661	4744.9	27217.1	10479.9
7662	3332.2	22768.8	11580.7
7663	2347.5	16580.9	97599.7
7664	1385.0	12548.9	81503.9
7665	754.5	9720.7	70511.5
7666	797.3	9413.5	58987.9
7667	692.2	7988.0	48233.0
7668	524.0	6514.7	39727.2
7669	297.5	4925.9	35670.8
7670	530.3	6272.1	36109.1
7671	1194.6	10171.6	37659.0
7672	1591.5	12655.9	40278.0
7673	1662.4	12883.4	44689.0
7674	1497.3	10404.2	46725.4
7675	1316.0	8736.1	45603.0
7676	2008.8	13642.4	46252.7
7677	1353.3	9047.5	46152.0
7678	1426.6	10068.4	46198.3
7679	56.9	1051.2	44897.3
7680	85.4	1159.1	1932.4
7681	99.3	1301.7	2114.1
7682	113.3	1501.7	2439.1
7683	124.3	1626.7	2642.2
7684	131.3	1640.0	2850.9
7685	5016.3	31135.7	3127.3
7686	3620.2	27025.9	5025.6
7687	2727.4	21574.4	73802.1
7688	2152.3	18845.6	62148.8
7689	1390.2	14141.2	52682.1
7690	753.3	10123.1	44514.2
7691	530.9	8155.3	42490.1
7692	351.8	5853.9	41053.4
7693	351.5	5402.6	39642.0
7694	453.6	7491.2	38892.8
7695	1104.7	11628.6	39809.8
7696	1815.3	15839.9	40008.4
7697	1990.1	17749.2	41747.2
7698	2027.5	18816.0	42701.1
7699	1851.7	17649.2	42926.7
7700	2515.5	22313.7	42927.4
7701	1871.5	17631.9	42828.4
7702	2038.5	21056.0	42345.8
7703	122.7	2290.6	40366.5
7704	146.4	2541.3	1851.8
7705	167.5	2894.9	1929.1
7706	182.2	3062.5	2131.0
7707	191.2	3095.7	2352.9
7708	199.5	3150.9	2533.4
7709	6601.1	45380.4	2750.6
7710	4953.2	43501.5	4381.2
7711	3815.4	39191.3	64531.9
7712	2850.6	35478.9	53733.9
7713	1792.4	27808.0	48536.8
7714	1020.0	21258.0	45387.6
7715	721.9	18874.8	42372.4
7716	553.4	15806.9	36835.0
7717	526.5	14543.0	32328.7
7718	719.9	17193.5	31365.2
7719	1467.4	21418.2	32423.5
7720	2175.4	26677.5	33641.4
7721	2282.5	26891.8	34946.6
7722	2212.2	25417.5	35023.9
7723	2124.4	23863.0	34715.4
7724	2733.7	27044.0	34125.3
7725	2040.8	21588.2	33477.2
7726	2156.4	23368.1	33040.2
7727	123.0	2234.6	31661.4
7728	139.9	2343.5	1762.9
7729	150.3	2445.7	1839.8
7730	157.7	2499.7	1942.3
7731	168.0	2666.8	2042.3
7732	176.7	2773.7	2322.3
7733	6030.2	42868.1	11702.0
7734	4346.6	38192.1	11389.9
7735	3295.6	32790.0	60250.0
7736	3121.7	33478.6	49032.8
7737	2944.8	32713.9	42084.1
7738	2677.7	29930.9	39282.4
7739	2426.6	29115.7	38875.7
7740	1510.8	24612.2	39611.0
7741	1120.6	19870.9	39198.7
7742	940.9	17041.5	37502.2
7743	1924.8	21484.6	37142.2
7744	2394.6	24334.5	39738.6
7745	2438.6	24292.6	42422.9
7746	2260.8	22003.9	44706.8
7747	2075.3	20653.7	43432.2
7748	2763.6	26982.1	44411.6
7749	2098.8	22434.9	45005.6
7750	2277.2	25078.9	45466.3
7751	132.6	2496.6	44253.6
7752	155.6	2702.0	1789.4
7753	171.2	2874.1	1893.7
7754	180.8	2924.0	2137.2
7755	184.6	2799.3	2409.2
7756	190.8	2758.0	2831.1
7757	6646.9	44850.0	10603.5
7758	5059.2	43298.3	11352.0
7759	3893.8	37984.5	90656.0
7760	2522.7	31927.8	76841.3
7761	1110.0	21196.0	69335.7
7762	891.4	15210.0	63247.1
7763	775.6	11192.2	59082.6
7764	620.1	9084.0	55971.5
7765	484.6	8837.5	52877.2
7766	507.3	10572.8	50938.8
7767	1055.8	17274.1	51521.9
7768	1861.0	22874.2	53177.1
7769	2236.8	26109.8	56700.9
7770	2253.2	26020.3	58557.3
7771	2182.0	24605.7	56278.2
7772	2922.8	30838.2	56108.6
7773	2326.6	27549.7	56283.5
7774	2543.3	29408.6	56585.0
7775	163.0	2927.4	55121.5
7776	183.3	3142.5	2052.4
7777	200.1	3416.1	2346.4
7778	208.1	3439.2	2713.3
7779	213.3	3382.4	2963.7
7780	221.1	3465.1	3468.6
7781	6944.2	46543.3	10803.0
7782	5501.0	46854.9	11712.5
7783	4249.5	44023.3	94278.5
7784	3036.1	39874.4	79294.6
7785	1550.5	31506.4	69249.6
7786	1116.5	25964.1	57750.6
7787	949.7	19413.5	48945.4
