time [h]	Qdot1 [W]	Qdot2 [W]	Qdot3 [W]
2005	104.4	8846.8	23233.7
2006	73.3	8963.9	24601.4
2007	49.3	7962.6	24183.5
2008	339.4	10880.6	25967.7
2009	610.2	12234.1	27686.2
2010	893.3	13858.8	26929.4
2011	959.7	13826.0	31839.5
2012	1689.9	19250.3	35498.9
2013	1197.6	16103.5	38270.2
2014	1350.0	18506.7	39940.7
2015	104.1	2076.3	39734.4
2016	125.9	2286.0	1732.2
2017	140.6	2438.0	1828.7
2018	151.7	2531.4	2051.8
2019	160.2	2645.1	2299.3
2020	166.2	2697.5	2678.5
2021	5291.6	41293.8	11723.2
2022	3463.7	33784.4	11974.7
2023	1334.4	23592.2	79939.3
2024	519.6	17592.6	61121.6
2025	176.5	9773.0	47859.9
2026	123.0	6418.4	38348.0
2027	101.1	5046.8	42242.8
2028	79.0	4196.7	42110.4
2029	34.6	3831.3	41781.7
2030	0.4	3734.4	39980.6
2031	1.0	5016.3	38634.3
2032	69.5	8808.5	31274.3
2033	375.7	11391.3	32466.5
2034	645.8	10614.4	35871.9
2035	737.9	11282.9	35041.3
2036	1547.3	19127.1	36633.6
2037	1119.2	15733.2	37843.4
2038	1315.1	19074.7	37353.5
2039	118.7	2331.5	35641.8
2040	141.7	2497.1	1763.4
2041	157.8	2651.9	1850.5
2042	168.5	2750.0	1988.4
2043	178.0	2851.6	2191.0
2044	187.9	3018.1	2447.4
2045	5745.2	44938.3	8456.9
2046	3757.7	39693.9	8689.5
2047	1452.2	27474.1	63688.9
2048	649.2	20907.3	45126.2
2049	274.5	14066.6	31733.3
2050	159.5	9060.7	27267.5
2051	121.3	7355.2	31682.5
2052	105.3	6692.8	37165.9
2053	76.5	7161.6	34952.2
2054	45.2	7976.1	30996.4
2055	27.9	8934.5	32800.7
2056	189.1	14727.6	37828.4
2057	549.5	17238.0	43245.3
2058	937.2	18681.4	38478.5
2059	1070.7	19569.7	42534.7
2060	1887.2	24381.7	46860.4
2061	1377.7	20487.2	48808.2
2062	1634.9	23339.6	50205.9
2063	140.3	2726.3	49500.7
2064	159.7	2866.8	1828.4
2065	173.0	2986.4	2057.5
2066	184.8	3113.4	2436.7
2067	194.1	3183.0	2704.4
2068	199.3	3213.5	3186.1
2069	6061.8	45621.9	9983.6
2070	4013.9	41993.8	11125.2
2071	1603.6	30298.4	93786.8
2072	784.2	23709.4	71911.3
2073	341.8	16506.4	66555.2
2074	303.6	18005.9	61115.0
2075	280.2	18273.6	56390.8
2076	232.7	16160.4	51603.4
2077	247.3	15103.4	49096.6
2078	279.0	14635.7	48786.7
2079	230.4	13395.2	41085.6
2080	387.3	15633.6	36516.4
2081	917.3	19213.9	41804.6
2082	1474.5	20277.8	39771.2
2083	1616.5	20060.2	41882.0
2084	2421.3	26217.7	47269.3
2085	1853.1	22653.0	50348.3
2086	2040.7	24668.3	51666.9
2087	134.9	2475.7	50277.1
2088	147.7	2521.6	1884.8
2089	153.2	2513.9	2115.1
2090	156.3	2489.9	2495.6
2091	160.2	2493.3	2756.8
2092	165.5	2523.8	3230.3
2093	5605.2	41954.3	9711.3
2094	3736.3	35112.3	10805.7
2095	1775.8	24184.0	92171.0
2096	1206.0	22132.0	66975.9
2097	736.5	18010.1	53446.5
2098	399.6	14086.3	54860.2
2099	229.4	12031.8	50778.3
2100	149.0	9154.7	47446.0
2101	80.6	5671.6	43640.7
2102	51.9	6907.1	39491.7
2103	256.2	10373.5	36797.8
2104	671.2	13331.9	35890.1
2105	1272.2	16089.8	35986.6
2106	1639.9	18378.8	30502.1
2107	1658.1	17783.8	33957.0
2108	2347.2	22658.3	40163.1
2109	1669.5	16931.2	44209.9
2110	1806.9	19359.5	45904.9
2111	110.8	2141.7	45471.4
2112	130.6	2227.7	1816.0
2113	136.9	2105.6	1958.6
2114	140.4	2033.4	2276.8
2115	144.3	1986.7	2563.4
2116	149.2	1987.5	2962.1
2117	5454.0	37760.3	8931.4
2118	3721.1	30606.7	10077.6
2119	2004.3	19398.4	87124.6
2120	1766.3	17606.2	64539.3
2121	1559.3	16910.9	58295.5
2122	1295.9	15222.8	50213.0
2123	914.5	12346.1	43215.2
2124	144.0	5809.5	37322.3
2125	64.8	3380.2	32592.9
2126	4.5	2005.7	29017.4
2127	0.0	2130.2	27464.2
2128	78.3	4087.5	26808.5
2129	541.6	8111.4	27096.8
2130	861.6	9648.6	24808.3
2131	1013.5	8382.3	25739.0
2132	1673.9	12832.6	30338.0
2133	1049.8	8146.9	33973.8
2134	1169.8	9689.8	36348.6
2135	61.8	1092.9	36556.5
2136	89.9	1203.6	1740.7
2137	107.6	1404.8	1834.5
2138	122.5	1628.5	2059.0
2139	131.6	1721.0	2301.4
2140	141.0	1864.7	2545.9
2141	5022.1	33268.9	2835.4
2142	3157.2	24844.7	4678.4
2143	1039.6	13864.9	71799.6
2144	283.4	7268.4	54999.3
2145	113.6	2732.1	49544.0
2146	79.0	1601.7	42188.0
2147	49.8	961.2	35481.6
2148	19.6	620.3	30056.1
2149	0.0	349.5	26810.4
2150	0.0	205.8	24581.8
2151	0.0	165.2	23425.1
2152	0.0	279.4	22986.4
2153	0.0	704.7	22870.3
2154	4.7	1314.9	21167.8
2155	51.8	1484.8	22302.6
2156	751.0	5997.1	26732.3
2157	243.9	1951.4	29972.6
2158	304.7	2919.6	31966.5
2159	24.2	832.2	32878.2
2160	72.0	1218.8	1706.3
2161	92.2	1419.3	1783.4
2162	106.9	1620.7	1962.4
2163	119.0	1799.2	2176.8
2164	128.6	1874.0	2393.8
2165	3124.6	23567.2	2693.8
2166	1929.2	19324.9	4410.9
2167	515.7	10813.9	67149.9
2168	158.3	5555.4	48758.0
2169	97.0	2681.7	44162.7
2170	58.9	1565.4	38857.4
2171	22.6	750.3	34943.6
2172	0.7	313.1	30930.8
2173	0.0	141.2	26755.1
2174	0.0	92.4	24050.7
2175	0.0	71.0	23057.7
2176	0.0	127.3	22343.9
2177	0.0	306.0	22041.4
2178	0.0	721.7	20612.5
2179	4.6	1052.3	21340.0
2180	596.5	5630.9	26061.0
2181	75.5	1378.5	29256.6
2182	156.4	1794.4	30144.5
2183	5.8	529.6	30261.0
2184	52.0	914.0	1697.6
2185	76.3	1140.9	1762.3
2186	91.5	1310.9	1895.4
2187	104.4	1475.7	2089.8
2188	116.1	1633.2	2419.6
2189	1685.8	12785.0	11854.7
2190	1235.7	12464.8	11907.5
2191	255.3	5728.1	68661.7
2192	128.6	3098.1	45349.1
2193	69.9	1702.1	42030.8
2194	29.5	926.4	36853.0
2195	2.8	461.8	32177.4
2196	0.0	214.2	27848.4
2197	0.0	81.7	24738.7
2198	0.0	39.5	23087.4
2199	0.0	58.1	22412.3
2200	0.0	138.1	21537.7
2201	0.0	309.0	19886.6
2202	0.0	645.6	17489.4
2203	1.4	966.1	18884.8
2204	585.1	5534.1	21936.7
2205	23.9	1365.9	23268.1
2206	73.5	1829.3	24007.0
2207	2.6	562.2	24256.1
2208	44.2	911.2	1694.5
2209	66.0	1013.2	1699.1
2210	82.8	1252.1	1790.7
2211	96.3	1421.5	1916.6
2212	106.9	1548.0	2141.9
2213	1246.2	9276.8	8138.0
2214	1073.5	9375.4	8220.0
2215	168.5	3598.8	55403.9
2216	101.6	2700.9	39894.4
2217	44.1	1484.7	37728.3
2218	5.6	684.0	33006.6
2219	0.0	297.6	28011.4
2220	0.0	167.8	23904.8
2221	0.0	218.3	20232.6
2222	0.0	557.2	17091.8
2223	15.0	1164.8	16094.9
2224	55.8	1913.7	15693.9
2225	96.2	2835.1	16019.7
2226	181.3	3874.4	14816.7
2227	183.9	3868.9	16481.0
2228	790.2	8261.9	19845.7
2229	311.2	5064.6	22771.6
2230	385.5	6626.9	25280.7
2231	49.4	1371.9	26696.4
2232	83.4	1553.3	1694.5
2233	100.0	1745.9	1694.8
2234	111.6	1858.5	1784.1
2235	120.6	1923.7	1936.0
2236	133.2	2219.3	2167.2
2237	2812.5	25320.4	7178.5
2238	1705.5	21159.3	7526.6
2239	442.3	13657.9	57228.2
2240	301.4	12079.6	38579.0
2241	208.4	10013.3	34726.1
2242	132.2	8140.2	29279.5
2243	115.8	7402.7	25039.3
2244	107.4	7677.4	21357.4
2245	92.6	9199.3	18019.0
2246	13.2	6484.9	17353.0
2247	84.3	10610.6	17889.4
2248	345.8	13758.0	17295.7
2249	593.1	14823.1	14859.2
2250	814.2	14353.2	14851.8
2251	834.6	12821.1	16107.1
2252	1516.0	17725.6	18566.7
2253	1029.9	13432.3	21806.4
2254	1176.1	15897.6	23962.9
2255	101.0	2161.1	24471.7
2256	119.6	2176.8	1694.5
2257	136.3	2373.1	1694.5
2258	147.4	2476.9	1757.1
2259	151.9	2411.9	1887.4
2260	157.6	2522.5	2072.4
2261	5045.4	39472.0	6234.8
2262	3571.0	36462.9	6600.5
2263	2472.3	33775.8	51443.5
2264	2165.2	34397.2	32349.0
2265	1882.4	32171.8	22482.6
2266	1559.2	28238.4	19273.4
2267	1312.7	25094.7	18614.3
2268	1073.3	20878.3	17979.9
2269	958.1	17725.1	17746.3
2270	963.4	16085.8	17765.4
2271	1083.3	14688.2	16106.6
2272	1272.0	15031.3	15819.8
2273	1383.8	14817.0	16895.2
2274	1435.4	13796.8	19166.6
2275	1339.6	13201.8	20939.0
2276	2030.7	18301.1	23342.5
2277	1315.8	11867.4	25594.9
2278	1322.1	12055.4	27355.3
2279	58.2	1330.2	28036.7
2280	89.5	1610.7	1694.5
2281	111.2	1955.0	1706.8
2282	131.3	2324.3	1825.7
2283	147.0	2563.7	1949.4
2284	157.5	2692.1	2134.0
2285	5431.6	42278.5	5676.9
2286	3540.0	36924.8	6307.3
2287	1783.9	28849.3	54896.4
2288	578.9	19898.0	38469.5
2289	153.3	11445.0	29930.8
2290	108.2	6208.7	29651.0
2291	82.6	4519.5	26552.8
2292	60.6	3960.5	26677.3
2293	33.8	3915.5	24369.3
2294	9.6	5147.1	22881.7
2295	38.6	7925.2	22140.9
2296	115.2	10558.8	21556.8
2297	337.6	12947.7	22283.4
2298	816.5	15343.6	21945.2
2299	901.3	15861.4	22384.0
2300	1693.6	21567.3	27697.7
2301	1231.6	17420.8	31536.5
2302	1402.9	20680.3	33159.1
2303	115.1	2408.7	32323.7
2304	134.6	2476.1	1694.5
2305	149.8	2588.9	1728.9
2306	165.5	2791.3	1863.8
2307	177.4	2958.1	2001.6
2308	191.8	3258.8	2166.9
2309	5944.3	45839.1	2308.2
2310	3602.1	40487.3	3608.7
2311	1349.9	26842.6	56085.9
2312	514.8	17255.1	44459.7
2313	256.5	7329.9	32549.0
2314	121.5	4604.0	34521.5
2315	85.1	3416.8	33127.8
2316	62.3	3127.0	30977.6
2317	14.2	2836.1	28181.7
2318	0.0	2555.6	26335.3
2319	0.0	2832.1	25484.1
2320	0.7	3281.7	24963.0
2321	43.4	4254.0	27057.5
2322	187.7	5840.5	26305.4
2323	350.5	6328.1	31805.4
2324	951.2	12439.3	35452.2
2325	528.8	10407.2	37656.6
2326	699.9	13168.0	39280.5
2327	94.7	1923.2	38803.0
2328	113.9	1995.5	1702.2
2329	122.4	2006.4	1776.4
2330	129.2	2022.1	1952.2
2331	136.5	2089.0	2150.1
2332	143.3	2162.8	2343.9
2333	3610.8	32970.7	2476.3
2334	2052.3	23915.4	3995.3
2335	553.8	14126.0	61390.0
2336	140.9	6485.6	42001.0
2337	85.7	2604.4	38640.2
2338	51.0	1861.1	33193.1
2339	18.8	1238.9	28727.5
2340	1.2	954.9	25525.9
2341	0.0	666.6	22938.7
2342	0.0	632.5	20577.5
2343	0.0	762.8	19397.4
2344	0.0	950.4	19042.6
2345	0.0	1455.8	19047.9
2346	40.3	2376.0	17380.0
2347	121.8	3284.8	19279.9
2348	762.2	8795.8	23586.8
2349	269.6	5900.0	24754.9
2350	374.7	7984.1	27428.4
2351	50.1	1355.8	30496.4
2352	78.2	1391.7	1694.5
2353	93.4	1480.8	1723.3
2354	107.1	1659.7	1886.9
2355	119.1	1837.3	2103.9
2356	129.2	1965.6	2443.0
2357	2805.4	25170.3	11632.1
2358	1579.8	18269.9	11526.1
2359	306.5	8505.8	71280.8
2360	126.6	4675.6	47979.7
2361	94.0	3081.6	43722.3
2362	69.8	2068.1	38466.3
2363	46.6	1480.8	34996.1
2364	19.7	1162.0	31453.2
2365	0.2	1043.4	28836.9
2366	0.0	1116.3	27392.6
2367	0.4	1516.3	26369.3
2368	27.6	2445.4	25389.0
2369	90.1	3678.9	25495.8
2370	235.2	5178.4	22782.8
2371	386.9	5520.9	22100.3
2372	1015.6	10647.8	26938.3
2373	539.0	7281.0	31696.3
2374	696.4	9394.7	35801.5
2375	64.1	1527.4	36816.8
2376	96.0	1692.1	1694.5
2377	112.3	1872.1	1734.1
2378	123.8	2004.5	1935.0
2379	132.3	2074.0	2127.5
2380	140.6	2159.9	2423.9
2381	3956.8	31586.8	9107.9
2382	2643.8	24837.6	9264.9
2383	1518.3	18053.5	70466.2
2384	1148.9	17030.5	53534.2
2385	867.0	15161.6	42940.6
2386	670.2	13532.8	33765.6
2387	536.1	12288.3	32194.4
2388	480.7	11624.2	36033.6
2389	484.8	10828.3	34791.8
2390	591.6	11243.6	33284.8
2391	707.9	11908.6	32671.1
2392	695.7	12473.3	32639.1
2393	1127.4	14673.3	28481.8
2394	1357.4	13839.8	25792.6
2395	1347.5	13021.7	30236.8
2396	2099.5	19093.0	34517.4
2397	1494.7	15737.5	37200.8
2398	1680.6	19406.1	39189.2
2399	100.6	2098.3	39399.1
2400	125.9	2291.7	1715.2
2401	142.7	2525.9	1804.0
2402	153.5	2630.8	2023.8
2403	161.1	2695.9	2293.9
2404	168.5	2817.7	2589.3
2405	5800.2	43488.1	8591.6
2406	3837.8	36808.1	9062.7
2407	1919.6	25610.3	70984.4
2408	1090.2	21708.9	56605.4
2409	536.5	16467.1	52002.9
2410	291.3	13476.8	48259.1
2411	154.0	10594.2	46029.0
2412	96.1	5399.0	44899.3
2413	56.4	4144.5	43773.2
2414	19.3	5015.6	41150.0
2415	94.5	7127.9	38017.4
2416	325.9	8889.6	36372.4
2417	741.0	10818.5	35967.1
2418	1122.1	11851.5	32073.5
2419	1201.0	11716.0	31594.9
2420	1980.4	17697.1	37091.3
2421	1392.0	12998.4	40627.0
2422	1499.8	14966.5	42823.7
2423	81.1	1502.1	42331.1
2424	102.9	1633.2	1743.9
2425	116.9	1817.2	1842.1
2426	127.9	1957.9	2073.7
2427	141.5	2211.6	2330.7
2428	154.6	2501.2	2577.1
2429	5367.4	41497.1	8106.4
2430	3663.0	35772.3	8737.0
2431	2404.4	28311.1	74604.6
2432	1992.1	26884.5	57582.4
2433	1711.6	25166.4	46538.2
2434	1361.9	21310.1	38003.7
2435	1060.8	17259.7	31819.3
2436	909.3	14773.2	28625.7
2437	862.3	13604.3	26863.6
2438	907.6	13103.6	25816.2
2439	966.5	11975.6	25335.1
2440	837.3	10836.2	25872.8
2441	1257.8	13392.4	25657.9
2442	1572.9	14834.7	25887.8
2443	1517.7	14173.0	28546.4
2444	2193.2	18837.6	31960.3
2445	1497.4	12598.4	35202.3
2446	1588.2	14577.3	38003.8
2447	82.9	1623.2	37853.0
2448	113.6	1899.0	1777.7
2449	130.8	2094.9	1880.6
2450	147.1	2370.8	2125.2
2451	155.0	2423.8	2386.5
2452	158.1	2386.4	2626.6
2453	5737.1	41283.0	6908.0
2454	3872.9	35137.9	7511.3
2455	2485.3	26062.3	60084.3
2456	1979.9	23386.9	47881.9
2457	1615.8	20829.8	41705.1
2458	1281.5	18165.3	36354.9
2459	1037.6	16038.4	32321.1
2460	928.3	15352.1	31327.5
2461	897.6	14594.6	31703.9
2462	930.0	13707.9	28489.6
2463	1095.5	13811.2	24683.1
2464	1364.9	15169.7	22937.5
2465	1675.5	17509.8	21873.7
2466	1742.4	17317.5	22411.7
2467	1571.8	14710.1	24614.6
2468	2222.8	19210.0	27572.2
2469	1497.7	12669.5	29978.4
2470	1520.5	13443.8	31921.0
2471	65.2	1320.9	31519.1
2472	93.6	1509.0	1714.7
2473	105.3	1585.6	1791.3
2474	112.8	1578.7	1911.8
2475	121.9	1630.9	2032.1
2476	131.1	1730.6	2210.5
2477	5076.3	33847.2	2361.8
2478	3138.6	25980.8	3671.8
2479	1544.6	16683.1	49695.5
2480	1439.3	15858.3	34413.9
2481	948.7	10182.3	28080.2
2482	234.7	4508.7	27643.6
2483	85.6	2479.4	26565.5
2484	69.0	1931.2	24607.5
2485	55.5	2330.0	23140.0
2486	70.7	4366.4	21994.9
2487	113.4	5147.2	22318.6
2488	104.4	4605.8	23344.9
2489	307.3	6121.9	23302.7
2490	767.6	7900.5	19557.2
2491	980.7	7943.3	23083.5
2492	1725.4	13735.6	28827.4
2493	1228.3	10535.3	31986.5
2494	1374.8	13082.8	34785.1
2495	65.2	1493.2	36186.7
2496	97.9	1700.0	1694.5
2497	117.4	1968.2	1738.7
2498	131.3	2132.3	1925.6
2499	143.9	2277.3	2124.0
2500	158.7	2532.8	2347.0
2501	5567.8	41140.1	2602.0
2502	3238.6	31557.8	4197.9
2503	1321.8	20474.0	59185.1
2504	1371.0	19785.9	47577.2
2505	486.1	11098.6	40753.5
2506	140.2	4865.8	35525.8
2507	86.1	2669.8	31773.1
2508	66.4	1745.6	28422.1
2509	44.4	1453.4	25506.0
2510	107.6	2775.9	22821.7
2511	232.7	3108.1	21178.9
2512	442.5	4283.0	20651.9
2513	715.5	5977.2	19792.0
2514	932.5	6804.7	16536.7
2515	927.3	5967.5	18939.8
2516	1563.2	9879.5	22075.8
2517	955.9	5906.7	23529.0
2518	1022.0	6898.6	24155.2
2519	19.3	674.7	23794.5
2520	60.0	864.4	1694.5
2521	73.8	947.7	1699.8
2522	81.4	976.6	1782.6
2523	88.2	1018.0	1893.6
2524	93.3	1038.8	2087.9
2525	3769.7	20274.5	9964.3
2526	2523.4	17439.8	9224.3
2527	1423.7	10812.8	46635.8
2528	1062.8	9399.3	29982.1
2529	807.5	8543.1	23485.5
2530	595.3	7043.1	20633.7
2531	450.5	5794.1	18552.2
2532	368.8	4973.0	18033.5
2533	339.2	4216.4	18509.3
2534	431.9	5089.4	19070.2
2535	559.5	6362.7	19314.6
2536	856.1	8575.1	19598.2
2537	1129.7	9375.6	19038.2
2538	1164.2	7380.4	19026.6
2539	1088.2	6475.7	19286.8
2540	1813.5	11476.5	20599.1
2541	1215.0	7888.0	21748.8
2542	1362.7	10053.5	22483.6
2543	52.0	1075.5	22577.6
2544	76.3	1079.5	1694.5
2545	86.4	1061.6	1701.4
2546	96.3	1155.0	1793.3
2547	104.0	1247.0	1910.8
2548	109.7	1314.2	2059.4
2549	4359.3	24662.1	6772.9
2550	2832.7	19531.4	6878.3
2551	1548.0	12163.3	47882.1
2552	563.6	7578.0	33540.2
2553	487.5	6630.4	26280.9
2554	133.4	2859.2	24817.9
2555	68.5	1238.5	24001.2
2556	58.4	1292.8	22799.9
2557	37.4	956.0	21205.3
2558	17.1	963.9	20424.2
2559	50.2	1948.1	19894.3
2560	132.5	3418.7	16780.2
2561	325.0	4319.2	17603.7
2562	666.3	5299.5	18108.6
2563	862.5	6229.6	18947.1
2564	1560.3	11114.0	21337.7
2565	1057.6	7970.3	23811.8
2566	1269.1	11137.9	25930.8
2567	51.7	1326.8	26130.7
2568	87.8	1553.7	1694.5
2569	106.1	1774.7	1698.2
2570	116.3	1848.2	1792.4
2571	122.8	1865.1	1905.4
2572	128.9	1872.1	2051.9
2573	4780.5	33201.8	6139.8
2574	2533.5	23796.3	6335.7
2575	692.0	12540.4	46093.0
2576	197.4	6118.3	35213.7
2577	74.1	1688.8	30405.5
2578	52.2	1047.8	26202.2
2579	39.9	660.1	22717.6
2580	31.4	586.2	20349.7
2581	44.7	1247.0	19186.4
2582	68.9	1593.6	18777.5
2583	137.4	2225.3	17395.8
2584	250.2	3249.7	16384.9
2585	365.8	3828.7	16133.8
2586	546.0	4558.7	16537.8
2587	622.1	5000.4	17859.7
2588	1357.9	10553.5	19772.4
2589	896.0	6894.5	21610.9
2590	948.7	7306.3	23299.4
2591	23.6	887.2	24315.8
2592	63.8	1037.2	1694.5
2593	77.1	1077.4	1694.5
2594	89.4	1191.5	1769.3
2595	101.1	1331.9	1883.8
2596	110.8	1485.4	2017.2
2597	4047.4	26874.1	5576.0
2598	2370.8	20820.7	5895.3
2599	838.0	11583.6	46404.7
2600	685.2	8948.1	31447.8
2601	223.3	4510.4	26995.4
2602	75.1	1513.3	22859.2
2603	57.0	893.8	20239.8
2604	73.6	1396.7	18645.0
2605	113.4	1531.8	17534.4
2606	135.5	1840.9	16177.3
2607	192.8	1681.8	15526.1
2608	277.4	2103.4	15436.9
2609	435.7	2997.1	15286.3
2610	664.0	3659.4	14870.7
2611	713.5	4057.1	14273.8
2612	1388.2	8906.4	17102.7
2613	918.0	5379.9	21018.6
2614	1011.0	6136.8	23888.7
2615	14.5	583.7	24856.9
2616	59.8	883.6	1694.5
2617	82.9	1123.4	1694.5
2618	97.6	1348.4	1725.7
2619	108.3	1492.0	1835.3
2620	121.5	1707.7	1988.8
2621	4402.9	28802.2	5450.7
2622	2064.9	19428.0	5573.8
2623	587.3	9042.1	43204.9
2624	152.9	3382.4	33358.3
2625	54.6	726.5	26483.2
2626	27.4	413.3	21960.5
2627	4.6	278.3	19342.1
2628	0.0	202.7	17556.1
2629	0.0	155.8	15948.3
2630	0.0	112.8	14103.4
2631	0.0	102.5	12984.2
2632	0.0	109.2	13019.2
2633	0.0	168.9	12908.2
2634	0.0	315.2	12791.8
2635	16.8	600.3	12894.7
2636	636.0	5356.3	14398.2
2637	110.9	1219.8	16260.3
2638	166.7	1833.8	18164.7
2639	0.0	108.5	19902.9
2640	0.0	275.4	1694.5
2641	18.0	496.6	1694.5
2642	43.3	653.6	1715.3
2643	56.0	727.4	1796.5
2644	65.4	774.0	1880.0
2645	2139.8	10917.1	1980.7
2646	1277.4	10339.5	2860.2
2647	276.7	3037.9	36272.8
2648	110.3	1034.4	24097.7
2649	43.2	298.7	21247.0
2650	15.3	175.6	18337.6
2651	0.1	93.0	15595.9
2652	0.0	50.8	13278.7
2653	0.0	28.6	11826.5
2654	0.0	22.9	10661.8
2655	0.0	20.2	9503.9
2656	0.0	22.8	9081.8
2657	0.0	31.8	9293.0
2658	1.2	45.0	9252.5
2659	38.0	128.8	10834.0
2660	642.5	4590.1	12011.2
2661	118.2	282.3	12717.3
2662	154.7	498.1	13233.2
2663	0.0	0.0	13431.7
2664	0.0	0.0	1694.5
2665	0.0	8.0	1694.5
2666	0.0	44.4	1694.5
2667	0.0	75.3	1740.9
2668	10.9	101.6	1786.0
2669	1328.0	3879.8	1841.9
2670	1264.0	7557.0	2470.3
2671	448.7	2984.7	28427.5
2672	157.5	1153.2	21953.4
2673	44.2	352.6	19603.3
2674	13.7	264.4	17716.5
2675	1.9	216.7	16122.4
2676	0.0	126.7	15986.6
2677	0.0	89.7	15121.9
2678	0.0	127.4	14213.0
2679	0.0	206.2	14053.4
2680	0.0	343.6	13746.0
2681	0.0	589.9	13526.2
2682	38.9	973.2	14122.6
2683	116.2	1337.2	14944.3
2684	734.7	5932.6	16667.3
2685	226.5	1690.7	19641.7
2686	294.2	2028.0	22177.4
2687	0.0	90.8	23138.2
2688	0.0	146.1	1694.5
2689	6.7	203.8	1694.5
2690	28.8	272.1	1746.8
2691	43.3	362.1	1856.8
2692	53.7	421.8	2048.5
2693	1859.4	7089.2	7973.0
2694	1468.2	9138.8	7507.5
2695	551.8	3711.9	40382.7
2696	355.0	3116.1	26407.1
2697	238.7	2788.8	24041.4
2698	185.8	1997.4	23790.9
2699	158.3	1708.0	22786.2
2700	128.9	1524.7	20929.0
2701	33.3	638.6	18633.1
2702	0.0	432.7	17021.3
2703	0.0	553.4	16716.7
2704	10.3	1009.3	16751.2
2705	87.1	2032.5	16635.1
2706	315.2	3230.8	16506.7
2707	475.2	3971.4	15734.3
2708	1143.4	8901.6	18156.9
2709	649.6	4839.1	19922.9
2710	726.6	5753.1	21352.0
2711	14.3	665.3	22802.0
2712	58.0	916.6	1694.5
2713	75.6	1029.0	1694.5
2714	89.9	1229.0	1734.3
2715	100.0	1360.2	1854.4
2716	108.1	1481.2	2045.3
2717	3950.1	22731.6	6700.3
2718	2569.3	18991.9	6497.3
2719	1422.9	11792.4	43112.6
2720	878.4	9297.6	34278.3
2721	133.1	2757.4	29924.3
2722	43.3	566.2	26447.9
2723	12.9	336.7	24247.5
2724	0.1	211.6	22299.6
2725	0.0	134.3	20566.6
2726	0.0	94.5	18873.8
2727	0.0	78.0	17381.7
2728	0.0	64.7	16744.5
2729	0.0	80.5	16424.4
2730	0.0	210.7	16178.9
2731	0.0	443.3	14198.4
2732	580.6	5114.8	17225.9
2733	115.8	978.3	20148.6
2734	218.3	1286.4	22065.1
2735	0.0	31.1	23632.3
2736	0.0	121.1	1694.5
2737	0.0	178.1	1694.5
2738	10.2	253.0	1740.8
2739	34.6	397.5	1872.9
2740	51.3	566.2	2058.6
2741	1775.4	8178.6	6065.1
2742	970.2	8177.5	5947.4
2743	146.6	1382.1	42723.1
2744	29.1	371.7	32661.1
2745	1.5	181.6	25644.2
2746	0.0	70.9	20809.7
2747	0.0	21.9	17885.5
2748	0.0	2.5	15336.7
2749	0.0	0.0	13202.7
2750	0.0	0.0	11165.9
2751	0.0	0.0	9128.7
2752	0.0	0.0	9170.3
2753	0.0	0.0	9123.1
2754	0.0	4.4	9231.4
2755	0.0	10.6	10652.1
2756	495.8	4372.8	12038.4
2757	0.0	20.6	12615.6
2758	0.0	27.1	12916.2
2759	0.0	0.0	12677.8
2760	0.0	0.0	1509.6
2761	0.0	0.0	1694.5
2762	0.0	0.0	1694.5
2763	0.0	0.0	1737.6
2764	0.0	0.0	1820.0
2765	121.8	199.7	3711.1
2766	594.0	4485.7	3844.9
2767	0.9	74.2	26343.8
2768	0.0	53.0	18706.6
2769	0.0	52.6	16066.2
2770	0.0	45.6	15521.4
2771	0.0	19.4	14337.7
2772	0.0	6.0	12954.5
2773	0.0	1.3	11731.7
2774	0.0	0.0	10850.0
2775	0.0	0.2	10838.6
2776	0.0	4.3	10874.4
2777	0.0	9.2	10976.7
2778	0.0	19.0	10890.4
2779	0.0	23.4	11257.6
2780	483.3	4243.5	11826.0
2781	0.0	21.2	12143.3
2782	0.0	36.4	12439.7
2783	0.0	0.0	12364.7
2784	0.0	0.0	1694.5
2785	0.0	0.0	1694.5
2786	0.0	0.0	1694.5
2787	0.0	0.0	1736.2
2788	0.0	0.0	1791.9
2789	162.0	220.8	2774.6
2790	632.0	4489.1	3134.4
2791	37.2	125.3	24082.5
2792	25.6	133.3	18384.1
2793	15.5	119.2	16115.3
2794	4.9	99.8	14595.7
2795	0.0	86.9	13667.2
2796	0.0	101.9	13393.4
2797	0.0	129.7	13295.3
2798	5.1	175.2	13309.9
2799	16.8	204.6	13296.7
2800	38.1	224.0	13196.8
2801	91.4	300.8	13256.1
2802	140.7	420.6	13503.9
2803	169.1	491.9	13736.8
2804	754.6	4904.8	14134.2
2805	195.1	596.6	14425.5
2806	218.3	738.3	14678.4
2807	0.0	11.6	14662.0
2808	0.0	47.8	1694.5
2809	0.0	87.2	1694.5
2810	3.8	111.5	1712.5
2811	25.0	147.8	1796.1
2812	39.3	200.2	1876.3
2813	1515.4	4698.9	1934.0
2814	1074.2	7251.4	2601.2
2815	268.9	1743.9	29982.7
2816	147.6	1179.0	24097.6
2817	56.8	687.0	20116.6
2818	64.5	763.7	18894.5
2819	32.9	510.5	17607.0
2820	9.2	386.8	16500.8
2821	0.0	345.2	15563.9
2822	1.7	411.9	14919.4
2823	0.0	470.5	14797.0
2824	12.6	614.2	14799.6
2825	86.0	882.5	14207.4
2826	173.3	1260.4	14913.4
