time [h]	EFH1 [W]
1930	1684.26
1931	1082.46
1932	666.12
1933	427.57
1934	491.20
1935	594.78
1936	1250.06
1937	1808.86
1938	1775.80
1939	1824.25
1940	2483.26
1941	1766.78
1942	1786.23
1943	120.61
1944	141.02
1945	150.66
1946	156.96
1947	161.32
1948	182.46
1949	5291.58
1950	4226.57
1951	2838.68
1952	1915.29
1953	848.79
1954	819.17
1955	784.95
1956	671.92
1957	502.20
1958	531.49
1959	675.65
1960	953.45
1961	1427.33
1962	1704.23
1963	1989.17
1964	2690.14
1965	2288.51
1966	2702.67
1967	212.68
1968	234.30
1969	246.50
1970	261.35
1971	277.92
1972	287.41
1973	6581.99
1974	5689.84
1975	3501.10
1976	2125.39
1977	1188.05
1978	893.04
1979	575.92
1980	538.60
1981	493.19
1982	558.64
1983	545.27
1984	1094.99
1985	1676.10
1986	2126.61
1987	2363.46
1988	3015.62
1989	2525.29
1990	2933.75
1991	227.81
1992	242.31
1993	260.87
1994	276.26
1995	289.07
1996	306.93
1997	6726.43
1998	6139.70
1999	4618.39
2000	3341.31
2001	3104.65
2002	2233.80
2003	1983.63
2004	1917.24
2005	2487.31
2006	2239.64
2007	1624.37
2008	2387.20
2009	2819.06
2010	3308.93
2011	3604.74
2012	4210.58
2013	3828.56
2014	4153.51
2015	280.00
2016	308.10
2017	330.89
2018	346.15
2019	361.95
2020	370.43
2021	7366.67
2022	6918.11
2023	5062.80
2024	3281.51
2025	1969.78
2026	1781.62
2027	1689.21
2028	1544.51
2029	1342.80
2030	1153.81
2031	1208.88
2032	1853.08
2033	2528.04
2034	2733.79
2035	3111.13
2036	4154.40
2037	3768.83
2038	4247.31
2039	310.27
2040	335.56
2041	360.06
2042	375.72
2043	392.16
2044	569.57
2045	7551.19
2046	7270.05
2047	5699.68
2048	3848.24
2049	2659.73
2050	2280.20
2051	2173.41
2052	2152.33
2053	2038.83
2054	1937.81
2055	1757.53
2056	2660.34
2057	3383.37
2058	4016.91
2059	4468.18
2060	5003.20
2061	4564.22
2062	4943.70
2063	357.91
2064	378.83
2065	397.50
2066	425.87
2067	608.58
2068	802.78
2069	7559.89
2070	7434.28
2071	6087.10
2072	4338.88
2073	3076.69
2074	3809.80
2075	3914.70
2076	3573.71
2077	3319.67
2078	3101.38
2079	2574.40
2080	2750.29
2081	3688.02
2082	4252.93
2083	4506.59
2084	5237.46
2085	4855.57
2086	5099.72
2087	330.13
2088	336.43
2089	336.52
2090	334.77
2091	337.15
2092	343.54
2093	7401.39
2094	6964.68
2095	5095.44
2096	4499.82
2097	3748.58
2098	3106.92
2099	2781.40
2100	2308.24
2101	1668.07
2102	1705.85
2103	2226.01
2104	2817.58
2105	3355.98
2106	3915.33
2107	4061.19
2108	4548.85
2109	3840.91
2110	4154.01
2111	291.99
2112	306.42
2113	296.38
2114	290.58
2115	287.79
2116	290.56
2117	7146.49
2118	6405.65
2119	4380.94
2120	3993.30
2121	3754.04
2122	3402.29
2123	2904.97
2124	1833.82
2125	1302.70
2126	792.95
2127	790.14
2128	1100.38
2129	1832.79
2130	2370.83
2131	2405.70
2132	3020.08
2133	2294.57
2134	2529.59
2135	144.39
2136	165.28
2137	196.16
2138	228.33
2139	243.58
2140	264.11
2141	6811.34
2142	5414.03
2143	2783.75
2144	1283.92
2145	473.67
2146	276.44
2147	312.77
2148	282.06
2149	112.04
2150	87.54
2151	87.28
2152	156.76
2153	408.36
2154	591.89
2155	878.13
2156	1667.99
2157	1149.97
2158	1335.64
2159	15.71
2160	107.38
2161	151.37
2162	186.58
2163	217.06
2164	235.14
2165	6063.48
2166	5044.41
2167	2519.76
2168	1246.50
2169	603.68
2170	387.27
2171	309.66
2172	155.24
2173	71.31
2174	53.64
2175	52.28
2176	86.97
2177	154.33
2178	301.93
2179	627.49
2180	1503.08
2181	972.70
2182	1123.89
2183	0.00
2184	41.30
2185	106.12
2186	140.88
2187	171.68
2188	200.21
2189	5123.13
2190	3913.47
2191	1890.31
2192	881.03
2193	302.15
2194	131.30
2195	109.61
2196	86.79
2197	30.56
2198	21.47
2199	43.04
2200	147.19
2201	328.01
2202	384.28
2203	572.30
2204	1391.78
2205	950.27
2206	1144.46
2207	0.00
2208	11.68
2209	67.99
2210	115.67
2211	149.24
2212	174.93
2213	4548.80
2214	3560.96
2215	1729.81
2216	772.08
2217	212.99
2218	61.35
2219	12.67
2220	44.43
2221	119.27
2222	420.35
2223	832.74
2224	1244.32
2225	1612.35
2226	1872.50
2227	2074.21
2228	2574.53
2229	2060.34
2230	2255.63
2231	206.53
2232	231.56
2233	257.66
2234	274.33
2235	285.33
2236	321.25
2237	6300.59
2238	5579.82
2239	3434.14
2240	3121.26
2241	2721.57
2242	2399.04
2243	2298.85
2244	2353.08
2245	2500.04
2246	1751.28
2247	2431.38
2248	3013.54
2249	3472.05
2250	3699.08
2251	3662.92
2252	4289.61
2253	3737.84
2254	4089.89
2255	299.21
2256	306.27
2257	334.20
2258	350.46
2259	346.50
2260	359.57
2261	7338.88
2262	7216.83
2263	6939.90
2264	6969.95
2265	6564.14
2266	5832.33
2267	5249.93
2268	4556.13
2269	3997.62
2270	3679.22
2271	3452.14
2272	3470.09
2273	3421.69
2274	3382.96
2275	3415.61
2276	3948.64
2277	3093.55
2278	3060.53
2279	193.74
2280	230.58
2281	275.89
2282	324.02
2283	357.15
2284	375.43
2285	7476.36
2286	7199.50
2287	5861.05
2288	3440.00
2289	2032.83
2290	1647.18
2291	1518.21
2292	1435.23
2293	1353.85
2294	1397.92
2295	1777.92
2296	2341.16
2297	2855.54
2298	3501.04
2299	3821.80
2300	4488.14
2301	4047.15
2302	4490.24
2303	331.32
2304	343.23
2305	363.16
2306	393.24
2307	425.53
2308	740.36
2309	7593.13
2310	7347.98
2311	5354.77
2312	2899.28
2313	1569.26
2314	1280.35
2315	1162.69
2316	1269.45
2317	919.26
2318	670.91
2319	684.79
2320	945.31
2321	1168.35
2322	1733.11
2323	2186.61
2324	3083.80
2325	2834.48
2326	3280.78
2327	217.56
2328	234.17
2329	242.25
2330	250.28
2331	264.28
2332	278.32
2333	6635.80
2334	5436.35
2335	2798.79
2336	1161.90
2337	556.55
2338	414.08
2339	389.77
2340	330.10
2341	235.29
2342	253.58
2343	168.77
2344	297.60
2345	594.72
2346	994.50
2347	1575.27
2348	2409.27
2349	1960.24
2350	2315.03
2351	169.34
2352	180.83
2353	198.70
2354	225.47
2355	251.57
2356	271.59
2357	6165.15
2358	4648.73
2359	2051.21
2360	1286.02
2361	1111.04
2362	929.25
2363	725.25
2364	517.55
2365	462.22
2366	580.69
2367	765.96
2368	1055.10
2369	1434.26
2370	1749.40
2371	2109.30
2372	2823.49
2373	2367.57
2374	2792.62
2375	225.27
2376	249.66
2377	274.45
2378	292.71
2379	303.47
2380	316.10
2381	6770.88
2382	6048.40
2383	4664.74
2384	4247.51
2385	3796.16
2386	3414.39
2387	3121.15
2388	2970.08
2389	2806.07
2390	2843.70
2391	2952.40
2392	2936.93
2393	3368.24
2394	3436.36
2395	3488.86
2396	4191.34
2397	3811.62
2398	4322.62
2399	297.55
2400	325.33
2401	356.54
2402	371.97
2403	381.50
2404	407.42
2405	7520.85
2406	7284.70
2407	5652.20
2408	4599.45
2409	3633.39
2410	3142.82
2411	2679.49
2412	1793.36
2413	1434.99
2414	1389.33
2415	1711.87
2416	2138.40
2417	2623.64
2418	2980.94
2419	3134.79
2420	3877.41
2421	3329.46
2422	3582.88
2423	220.66
2424	239.07
2425	263.68
2426	282.99
2427	316.22
2428	352.65
2429	7433.40
2430	7121.15
2431	5923.65
2432	5461.13
2433	5071.67
2434	4388.46
2435	3719.46
2436	3331.52
2437	3109.57
2438	2998.17
2439	2784.90
2440	2505.24
2441	3006.05
2442	3426.21
2443	3498.92
2444	3968.98
2445	3180.29
2446	3456.42
2447	239.00
2448	276.73
2449	304.43
2450	340.68
2451	349.05
2452	345.22
2453	7452.09
2454	7093.19
2455	5560.67
2456	4907.68
2457	4366.57
2458	3847.75
2459	3463.03
2460	3343.37
2461	3196.60
2462	3028.29
2463	3034.73
2464	3266.32
2465	3679.53
2466	3773.96
2467	3548.57
2468	3974.70
2469	3128.47
2470	3209.65
2471	200.68
2472	225.96
2473	237.60
2474	240.00
2475	249.78
2476	264.60
2477	6869.14
2478	5408.34
2479	3695.70
2480	3607.31
2481	2666.90
2482	1529.93
2483	994.58
2484	931.92
2485	899.69
2486	1261.28
2487	1331.78
2488	1168.13
2489	1594.91
2490	2310.61
2491	2398.68
2492	3304.39
2493	2884.24
2494	3303.94
2495	223.60
2496	252.80
2497	289.09
2498	312.46
2499	333.85
2500	368.29
2501	7451.72
2502	6550.98
2503	4452.18
2504	4321.98
2505	2710.32
2506	1512.91
2507	1133.26
2508	874.65
2509	709.01
2510	1046.06
2511	1142.20
2512	1503.47
2513	1922.95
2514	2099.93
2515	2023.22
2516	2573.69
2517	1954.85
2518	2165.12
2519	128.64
2520	152.07
2521	164.30
2522	169.61
2523	176.19
2524	179.95
2525	5223.00
2526	4028.75
2527	2928.70
2528	2606.56
2529	2360.76
2530	2008.00
2531	1735.11
2532	1544.82
2533	1389.91
2534	1557.37
2535	1953.42
2536	2323.82
2537	2507.33
2538	2301.15
2539	2104.13
2540	2900.66
2541	2438.91
2542	2849.68
2543	180.52
2544	181.83
2545	183.22
2546	196.72
2547	208.94
2548	217.55
2549	5848.11
2550	4457.96
2551	3152.22
2552	2060.14
2553	1922.62
2554	1064.79
2555	697.45
2556	723.69
2557	548.01
2558	523.13
2559	804.94
2560	1151.78
2561	1518.42
2562	1862.04
2563	2071.54
2564	2881.62
2565	2530.69
2566	3113.65
2567	208.81
2568	239.06
2569	269.12
2570	280.24
2571	283.79
2572	286.95
2573	6871.79
2574	5178.79
2575	2453.20
2576	916.98
2577	334.84
2578	391.62
2579	353.14
2580	345.96
2581	613.57
2582	728.25
2583	996.87
2584	1383.79
2585	1583.39
2586	1754.17
2587	1848.85
2588	2807.74
2589	2334.86
2590	2432.96
2591	166.97
2592	186.43
2593	193.02
2594	208.94
2595	227.54
2596	247.00
2597	6308.57
2598	4725.81
2599	2954.82
2600	2506.18
2601	1335.04
2602	658.02
2603	523.61
2604	716.66
2605	732.31
2606	811.75
2607	895.06
2608	1106.59
2609	1411.36
2610	1544.32
2611	1599.94
2612	2392.19
2613	1959.66
2614	2191.52
2615	138.11
2616	171.23
2617	203.60
2618	231.32
2619	249.48
2620	277.26
2621	6558.62
2622	4154.50
2623	1554.02
2624	512.82
2625	147.94
2626	13.15
2627	0.00
2628	7.92
2629	11.55
2630	1.40
2631	21.75
2632	64.39
2633	132.64
2634	274.78
2635	540.57
2636	1323.31
2637	752.55
2638	972.14
2639	5.19
2640	73.57
2641	112.66
2642	133.00
2643	144.29
2644	152.68
2645	4541.23
2646	2902.85
2647	1068.02
2648	505.51
2649	113.77
2650	36.02
2651	8.26
2652	0.06
2653	0.00
2654	0.00
2655	0.00
2656	40.00
2657	94.38
2658	180.60
2659	274.90
2660	956.31
2661	441.49
2662	583.74
2663	0.00
2664	0.00
2665	14.72
2666	56.34
2667	77.22
2668	90.25
2669	3265.85
2670	2724.40
2671	1848.73
2672	770.11
2673	99.82
2674	30.00
2675	90.19
2676	51.83
2677	44.41
2678	79.19
2679	160.21
2680	297.69
2681	488.71
2682	793.47
2683	1087.98
2684	1777.17
2685	1149.31
2686	1274.84
2687	65.01
2688	96.96
2689	116.81
2690	134.48
2691	149.31
2692	156.68
2693	4270.73
2694	3197.33
2695	2121.11
2696	1816.12
2697	1640.60
2698	1309.68
2699	1161.63
2700	1056.90
2701	570.88
2702	402.07
2703	442.63
2704	645.83
2705	993.50
2706	1367.06
2707	1775.77
2708	2545.77
2709	2001.36
2710	2302.03
2711	162.36
2712	188.40
2713	202.64
2714	227.87
2715	245.54
2716	261.23
2717	6427.26
2718	5215.23
2719	3741.17
2720	3041.65
2721	1023.50
2722	167.17
2723	112.40
2724	89.22
2725	61.29
2726	50.71
2727	47.67
2728	60.86
2729	115.81
2730	271.54
2731	478.20
2732	1220.94
2733	674.69
2734	844.23
2735	0.00
2736	0.00
2737	7.25
2738	50.62
2739	85.33
2740	114.66
2741	3896.78
2742	1846.93
2743	303.28
2744	58.88
2745	0.00
2746	0.00
2747	0.00
2748	0.00
2749	0.00
2750	0.00
2751	0.00
2752	0.00
2753	0.00
2754	0.00
2755	0.00
2756	475.74
2757	0.00
2758	8.43
2759	0.00
2760	0.00
2761	0.00
2762	0.00
2763	0.00
2764	0.00
2765	892.22
2766	721.90
2767	15.84
2768	0.00
2769	0.00
2770	0.00
2771	0.00
2772	0.00
2773	0.00
2774	0.00
2775	0.00
2776	0.00
2777	0.00
2778	0.00
2779	0.00
2780	544.29
2781	49.07
2782	90.76
2783	0.00
2784	0.00
2785	0.00
2786	0.00
2787	0.00
2788	0.00
2789	1362.73
2790	1477.80
2791	690.69
2792	550.49
2793	399.03
2794	268.39
2795	211.49
2796	255.27
2797	341.56
2798	463.93
2799	530.71
2800	640.69
2801	804.88
2802	912.83
2803	1021.21
2804	1605.52
2805	993.78
2806	1089.26
2807	62.02
2808	105.37
2809	127.96
2810	144.72
2811	160.15
2812	172.77
2813	4127.44
2814	2816.96
2815	1378.63
2816	964.39
2817	541.28
2818	712.37
2819	450.54
2820	317.81
2821	264.79
2822	395.99
2823	336.65
2824	569.50
2825	827.42
2826	1127.42
2827	1417.29
2828	2083.58
2829	1482.21
2830	1555.85
2831	117.24
2832	139.78
2833	147.01
2834	150.10
2835	160.84
2836	167.30
2837	4113.28
2838	2612.96
2839	1823.98
2840	1060.19
2841	638.80
2842	155.54
2843	49.04
2844	46.42
2845	32.82
2846	16.11
2847	11.05
2848	30.42
2849	76.98
2850	145.13
2851	204.79
2852	826.06
2853	297.40
2854	345.80
2855	0.00
2856	0.00
2857	0.00
2858	0.00
2859	0.00
2860	0.00
2861	1713.56
2862	1398.31
2863	306.95
2864	22.66
2865	0.00
2866	0.00
2867	0.00
2868	0.00
2869	0.00
2870	0.00
2871	0.00
2872	0.00
2873	0.00
2874	0.00
2875	0.00
2876	328.51
2877	0.00
2878	25.51
2879	0.00
2880	0.00
2881	0.00
2882	0.00
2883	0.00
2884	0.00
2885	259.68
2886	514.01
2887	0.00
2888	0.00
2889	0.00
2890	0.00
2891	0.00
2892	0.00
2893	0.00
2894	0.00
2895	0.00
2896	0.00
2897	0.00
2898	0.00
2899	0.00
2900	0.00
2901	0.00
2902	0.00
2903	0.00
2904	0.00
2905	0.00
2906	0.00
2907	0.00
2908	0.00
2909	116.92
2910	427.63
2911	0.00
2912	0.00
2913	0.00
2914	0.00
2915	0.00
2916	0.00
2917	0.00
2918	0.00
2919	0.00
2920	0.00
2921	0.00
2922	0.00
2923	0.00
2924	0.00
2925	0.00
2926	0.00
2927	0.00
2928	0.00
2929	0.00
2930	0.00
2931	0.00
2932	0.00
2933	5.94
2934	328.83
2935	0.00
2936	0.00
2937	0.00
2938	0.00
2939	0.00
2940	0.00
2941	0.00
2942	0.00
2943	0.00
2944	0.00
2945	0.00
2946	0.00
2947	0.00
2948	0.00
2949	0.00
2950	0.00
2951	0.00
2952	0.00
2953	0.00
2954	0.00
2955	0.00
2956	0.00
2957	0.00
2958	157.09
2959	0.00
2960	0.00
2961	0.00
2962	0.00
2963	0.00
2964	0.00
2965	0.00
2966	0.00
2967	0.00
2968	0.00
2969	0.00
2970	0.00
2971	0.00
2972	41.13
2973	83.89
2974	117.70
2975	0.00
2976	0.00
2977	0.00
2978	0.00
2979	0.00
2980	0.00
2981	1394.54
2982	1446.56
2983	762.46
2984	696.07
2985	477.36
2986	425.09
2987	387.87
2988	302.32
2989	278.61
2990	372.37
2991	513.74
2992	770.92
2993	773.71
2994	820.67
2995	955.79
2996	1733.25
2997	1280.30
2998	1374.40
2999	30.53
3000	94.61
3001	117.89
3002	139.47
3003	164.13
3004	186.77
3005	4306.40
3006	3558.33
3007	2416.78
3008	2050.21
3009	1862.19
3010	1636.21
3011	1529.40
3012	1595.17
3013	1592.35
3014	1525.07
3015	1265.00
3016	1376.60
3017	1585.91
3018	1752.86
3019	2012.71
3020	2510.46
3021	1802.19
3022	2012.11
3023	165.94
3024	186.74
3025	202.67
3026	222.95
3027	239.87
3028	255.17
3029	5627.18
3030	4455.63
3031	3216.56
3032	2868.36
3033	2444.43
3034	2091.94
3035	1485.49
3036	1004.26
3037	704.49
3038	1031.97
3039	1275.47
3040	1198.83
3041	1614.79
3042	1776.96
3043	1862.91
3044	2348.74
3045	1681.77
3046	1760.24
3047	113.03
3048	122.35
3049	129.74
3050	138.16
3051	147.74
3052	151.92
3053	3419.89
3054	1361.43
3055	246.82
3056	29.68
3057	0.00
3058	0.00
3059	0.00
3060	0.00
3061	0.00
3062	0.00
3063	0.00
3064	0.00
3065	0.00
3066	0.00
3067	0.00
3068	455.42
3069	0.00
3070	0.00
3071	0.00
3072	0.00
3073	0.00
3074	0.00
3075	0.00
3076	0.00
3077	875.87
3078	1064.56
3079	296.33
3080	169.43
3081	96.15
3082	2.08
3083	0.00
3084	0.00
3085	0.00
3086	0.00
3087	0.00
3088	0.00
3089	40.21
3090	131.59
3091	228.85
3092	842.90
3093	328.87
3094	405.20
3095	0.00
3096	0.00
3097	0.00
3098	0.00
3099	19.98
3100	43.79
3101	2005.23
3102	1853.39
3103	1003.06
3104	765.33
3105	504.22
3106	137.79
3107	59.07
3108	18.20
3109	0.00
3110	0.00
3111	0.00
3112	14.58
3113	74.95
3114	141.92
3115	233.82
3116	863.93
3117	362.62
3118	509.68
3119	0.00
3120	0.00
3121	0.00
3122	0.00
3123	15.68
3124	48.75
3125	3043.39
3126	2034.81
3127	518.50
3128	124.41
3129	32.22
3130	0.00
3131	0.00
3132	0.00
3133	0.00
3134	0.00
3135	0.00
3136	0.00
3137	0.00
3138	0.00
3139	31.39
3140	558.66
3141	121.04
3142	178.23
3143	0.00
3144	0.00
3145	0.00
3146	0.00
3147	0.00
3148	0.00
3149	957.31
3150	700.15
3151	22.02
3152	0.00
3153	0.00
3154	0.00
3155	0.00
3156	0.00
3157	0.00
3158	0.00
3159	0.00
3160	0.00
3161	0.00
3162	0.00
3163	0.00
3164	496.13
3165	81.72
3166	182.97
3167	0.00
3168	0.00
3169	0.00
3170	0.00
3171	0.00
3172	0.00
3173	1309.81
3174	1399.79
3175	588.89
3176	320.82
3177	102.81
3178	36.41
3179	6.81
3180	42.58
3181	59.26
3182	7.78
3183	60.15
3184	167.60
3185	279.60
3186	343.59
3187	529.21
3188	1442.15
3189	931.64
3190	1162.16
3191	1.91
3192	66.85
3193	122.35
3194	167.40
3195	193.32
3196	197.82
3197	4283.47
3198	3423.75
3199	2252.70
3200	1269.14
3201	826.86
3202	610.62
3203	347.39
3204	184.36
3205	131.35
3206	167.98
3207	265.81
3208	658.12
3209	1040.58
3210	1235.30
3211	1485.92
3212	2271.48
3213	1708.02
3214	1780.18
3215	134.98
3216	169.21
3217	185.17
3218	189.28
3219	192.33
3220	208.86
3221	4472.25
3222	2829.24
3223	1537.03
3224	747.51
3225	318.23
3226	151.25
3227	155.04
3228	200.58
3229	175.70
3230	206.93
3231	259.21
3232	389.78
3233	585.67
3234	800.77
3235	1229.06
3236	2186.48
3237	1835.21
3238	2125.99
3239	159.40
3240	187.01
3241	220.60
3242	244.61
3243	269.18
3244	280.20
3245	5532.93
3246	3433.51
3247	1273.35
3248	415.97
3249	113.36
3250	1.27
3251	0.00
3252	0.00
3253	0.00
3254	0.00
3255	0.00
3256	0.00
3257	12.17
3258	93.36
3259	195.57
3260	1035.50
3261	568.26
3262	731.53
3263	0.00
3264	0.00
3265	0.00
3266	22.80
3267	70.14
3268	91.14
3269	3035.53
3270	2037.93
3271	1084.96
3272	814.22
3273	614.25
3274	460.29
3275	387.17
3276	326.44
3277	291.67
3278	321.10
3279	255.71
3280	407.68
3281	488.27
3282	564.07
3283	773.31
3284	1508.05
3285	903.99
3286	1062.65
3287	13.30
3288	77.53
3289	98.99
3290	102.64
3291	103.73
3292	107.38
3293	3385.63
3294	2666.13
3295	1486.48
3296	586.76
3297	223.18
3298	92.91
3299	5.07
3300	0.00
3301	0.00
3302	0.00
3303	0.00
3304	13.25
3305	72.08
3306	119.69
3307	194.03
3308	846.11
3309	410.66
3310	608.95
3311	0.00
3312	0.00
3313	0.00
3314	7.26
3315	36.82
3316	49.38
3317	1838.26
3318	929.73
3319	137.58
3320	68.57
3321	35.61
3322	114.63
3323	168.77
3324	168.85
3325	169.69
3326	191.56
3327	214.27
3328	255.09
3329	417.51
3330	626.43
3331	782.84
3332	1453.32
3333	795.83
3334	926.46
3335	6.85
3336	57.85
3337	96.96
3338	130.34
3339	140.11
3340	153.72
3341	3737.78
3342	1811.30
3343	355.95
3344	111.28
3345	16.53
3346	0.00
3347	0.00
3348	0.00
3349	0.00
3350	0.00
3351	0.00
3352	0.00
3353	17.93
3354	107.93
3355	244.59
3356	970.21
3357	628.94
3358	802.96
3359	0.00
3360	14.07
3361	76.94
3362	114.09
3363	132.59
3364	145.76
3365	3547.38
3366	2863.02
3367	1829.17
3368	1333.14
3369	1028.85
3370	598.00
3371	473.69
3372	209.50
3373	137.16
3374	108.24
3375	177.27
3376	206.06
3377	196.63
3378	296.42
3379	615.47
3380	1573.15
3381	1066.38
3382	1224.46
3383	11.11
3384	79.59
3385	108.53
3386	117.29
3387	127.45
3388	134.71
3389	3669.07
3390	2916.63
3391	1881.01
3392	1517.92
3393	1261.92
3394	1067.64
3395	964.90
3396	840.34
3397	744.97
3398	852.48
3399	882.07
3400	969.38
3401	1191.56
3402	1245.13
3403	1372.90
3404	1923.15
3405	1202.75
3406	1206.36
3407	69.25
3408	89.80
3409	98.79
3410	109.62
3411	110.04
3412	109.91
3413	3071.07
3414	2248.28
3415	1129.89
3416	285.49
3417	51.12
3418	6.65
3419	32.67
3420	41.60
3421	2.07
3422	0.00
3423	0.00
3424	0.00
3425	0.00
3426	41.81
3427	144.63
3428	793.18
3429	280.92
3430	401.73
3431	0.00
3432	0.00
3433	0.00
3434	7.07
3435	43.52
3436	55.78
3437	2109.43
3438	1245.15
3439	124.43
3440	30.20
3441	0.13
3442	0.00
3443	0.00
3444	0.00
3445	0.00
3446	0.00
3447	0.00
3448	0.00
3449	0.00
3450	0.00
3451	0.00
3452	319.24
3453	0.00
3454	8.68
3455	0.00
3456	0.00
3457	0.00
3458	0.00
3459	0.00
3460	0.00
3461	390.23
3462	651.17
3463	98.08
3464	3.24
3465	0.00
3466	0.00
3467	0.00
3468	0.00
3469	0.00
3470	0.00
3471	0.00
3472	0.00
3473	0.00
3474	39.86
3475	88.75
3476	655.59
3477	203.88
3478	230.98
3479	0.00
3480	0.00
3481	0.00
3482	0.00
3483	0.00
3484	0.00
3485	994.62
3486	793.65
3487	77.50
3488	25.76
3489	0.00
3490	0.00
3491	0.00
3492	0.00
3493	0.00
3494	0.00
3495	0.00
3496	0.00
3497	0.00
3498	0.00
3499	0.00
3500	263.13
3501	0.00
3502	19.63
3503	0.00
3504	0.00
3505	0.00
3506	0.00
3507	0.00
3508	0.00
3509	281.80
3510	542.48
3511	0.26
3512	0.00
3513	0.00
3514	0.00
3515	0.00
3516	0.00
3517	0.00
3518	0.00
3519	0.00
3520	0.00
3521	0.00
3522	0.00
3523	0.00
3524	334.00
3525	0.00
3526	20.05
3527	0.00
3528	0.00
3529	0.00
3530	0.00
3531	0.00
3532	0.00
3533	294.77
3534	538.76
3535	0.00
3536	0.00
3537	0.00
3538	0.00
3539	0.00
3540	0.00
3541	0.00
3542	0.00
3543	0.00
3544	0.00
3545	0.00
3546	0.00
3547	0.00
3548	0.00
3549	0.00
3550	0.00
3551	0.00
3552	0.00
3553	0.00
3554	0.00
3555	0.00
3556	0.00
3557	0.00
3558	269.74
3559	0.00
3560	0.00
3561	0.00
3562	0.00
3563	0.00
3564	0.00
3565	0.00
3566	0.00
3567	0.00
3568	0.00
3569	0.00
3570	0.00
3571	0.00
3572	0.00
3573	0.00
3574	0.00
3575	0.00
3576	0.00
3577	0.00
3578	0.00
3579	0.00
3580	0.00
3581	0.00
3582	50.76
3583	0.00
3584	0.00
3585	0.00
3586	0.00
3587	0.00
3588	0.00
3589	0.00
3590	0.00
3591	0.00
3592	0.00
3593	5.33
3594	51.42
3595	85.19
3596	490.26
3597	129.73
3598	146.14
3599	0.00
3600	0.00
3601	0.00
3602	0.00
3603	0.00
3604	0.00
3605	769.96
3606	1036.35
3607	361.44
3608	308.02
3609	288.30
3610	249.09
3611	208.07
3612	172.18
3613	161.93
3614	172.38
3615	188.63
3616	195.54
3617	216.02
3618	263.38
3619	318.43
3620	925.73
3621	298.53
3622	308.42
3623	0.00
3624	0.00
3625	0.00
3626	0.00
3627	2.71
3628	33.78
3629	2110.26
3630	1902.00
3631	1080.71
3632	943.29
3633	830.11
3634	707.84
3635	563.94
3636	504.14
3637	505.75
3638	471.95
3639	417.03
3640	568.55
3641	757.92
3642	901.19
3643	1103.03
3644	1696.20
3645	1042.08
3646	1076.06
3647	57.63
3648	83.24
3649	97.20
3650	114.36
3651	125.61
3652	132.02
3653	3042.54
3654	2038.90
3655	880.39
3656	532.51
3657	185.92
3658	148.91
3659	129.22
3660	79.12
3661	69.03
3662	41.37
3663	12.68
3664	34.17
3665	128.16
3666	239.65
3667	306.62
3668	1065.08
3669	647.47
3670	862.94
3671	0.00
3672	11.90
3673	69.79
3674	91.96
3675	115.05
3676	135.09
3677	3304.27
3678	1916.47
3679	320.93
3680	101.00
3681	10.98
3682	0.00
3683	0.00
3684	0.00
3685	0.00
3686	0.00
3687	0.00
3688	0.00
3689	0.00
3690	0.00
3691	21.61
3692	671.78
3693	241.17
3694	288.20
3695	0.00
3696	0.00
3697	0.00
3698	0.00
3699	0.00
3700	11.89
3701	1765.78
3702	1658.19
3703	844.65
3704	585.94
3705	382.74
3706	130.02
3707	49.86
3708	50.30
3709	28.35
3710	0.00
3711	0.00
3712	0.00
3713	59.93
3714	146.15
3715	236.29
3716	826.19
3717	351.04
3718	456.42
3719	0.00
3720	0.00
3721	0.00
3722	0.00
3723	0.00
3724	0.00
3725	1905.92
3726	1599.65
3727	227.55
3728	60.84
3729	3.72
3730	0.00
3731	0.00
3732	0.00
3733	0.00
3734	0.00
3735	0.00
3736	0.00
3737	0.00
3738	29.47
3739	118.57
3740	674.85
3741	278.39
3742	311.11
3743	0.00
3744	0.00
3745	0.00
3746	0.00
3747	0.00
3748	0.00
3749	1334.67
3750	990.77
3751	89.42
3752	25.39
3753	0.00
3754	0.00
3755	0.00
3756	0.00
3757	0.00
3758	0.00
3759	0.00
3760	0.00
3761	0.00
3762	0.00
3763	19.13
3764	473.43
3765	174.72
3766	276.63
3767	0.00
3768	0.00
3769	0.00
3770	0.00
3771	0.00
3772	0.00
3773	1409.01
3774	1125.57
3775	265.10
3776	330.86
3777	278.88
3778	155.16
3779	3.30
3780	28.21
3781	58.65
3782	52.89
3783	38.59
3784	105.09
3785	172.32
3786	233.33
3787	334.46
3788	1203.71
3789	823.68
3790	902.18
3791	0.00
3792	10.58
3793	58.71
3794	81.00
3795	114.95
3796	137.23
3797	2645.31
3798	1197.45
3799	357.78
3800	310.44
3801	202.44
3802	180.57
3803	141.28
3804	88.22
3805	74.08
3806	35.39
3807	28.63
3808	68.40
3809	113.19
3810	182.68
3811	289.74
3812	1021.11
3813	555.62
3814	792.01
3815	0.00
3816	0.00
3817	22.55
3818	74.44
3819	103.23
3820	115.32
3821	3648.49
3822	2745.08
3823	885.25
3824	170.31
3825	38.10
3826	0.00
3827	0.00
3828	0.00
3829	0.00
3830	0.00
3831	0.00
3832	0.00
3833	0.00
3834	0.00
3835	0.00
3836	108.29
3837	27.85
3838	94.88
3839	0.00
3840	0.00
3841	0.00
