time [h]	MFH4.0 [W]
1869	5746.50
1870	6911.16
1871	809.05
1872	1165.74
1873	1368.75
1874	1589.97
1875	1831.33
1876	2074.79
1877	33371.29
1878	28803.92
1879	19250.60
1880	14367.91
1881	11523.57
1882	8722.14
1883	6535.96
1884	4125.55
1885	1534.79
1886	677.08
1887	638.91
1888	904.62
1889	1890.08
1890	3351.78
1891	4386.99
1892	10062.89
1893	6221.12
1894	7994.75
1895	1000.71
1896	1343.02
1897	1649.27
1898	1847.04
1899	2031.89
1900	2182.63
1901	35241.46
1902	30280.91
1903	18598.81
1904	12541.45
1905	9165.78
1906	6636.41
1907	4401.98
1908	2314.62
1909	1157.88
1910	777.71
1911	1516.91
1912	2561.47
1913	2900.06
1914	2867.55
1915	3628.27
1916	8953.82
1917	4576.93
1918	4911.31
1919	203.57
1920	347.71
1921	462.48
1922	524.26
1923	533.54
1924	582.89
1925	15817.15
1926	15865.50
1927	9838.60
1928	8174.66
1929	7194.69
1930	6129.89
1931	4522.89
1932	2756.51
1933	1104.53
1934	871.89
1935	873.32
1936	3393.38
1937	5678.18
1938	4918.66
1939	5312.86
1940	9910.73
1941	4973.51
1942	4888.92
1943	343.16
1944	532.12
1945	593.70
1946	629.52
1947	663.98
1948	837.09
1949	18819.80
1950	18268.93
1951	11471.70
1952	8779.36
1953	6548.69
1954	5840.76
1955	4843.35
1956	3729.41
1957	1742.48
1958	833.62
1959	1022.65
1960	1833.49
1961	4506.62
1962	5468.46
1963	6395.52
1964	11565.26
1965	7149.31
1966	8921.02
1967	1004.91
1968	1208.36
1969	1308.65
1970	1441.48
1971	1572.55
1972	1653.27
1973	29963.22
1974	24823.36
1975	15206.05
1976	12091.81
1977	7978.95
1978	5360.01
1979	2953.75
1980	2449.74
1981	1574.97
1982	1072.83
1983	936.19
1984	2107.67
1985	5214.51
1986	7332.68
1987	8373.98
1988	13447.51
1989	8511.70
1990	10080.01
1991	890.04
1992	1069.56
1993	1246.73
1994	1390.98
1995	1508.43
1996	1664.61
1997	32263.56
1998	27426.31
1999	19763.02
2000	15300.45
2001	14632.93
2002	12481.92
2003	11237.42
2004	10870.20
2005	13041.09
2006	10828.96
2007	5723.18
2008	9292.26
2009	11083.58
2010	13125.53
2011	14712.60
2012	19488.00
2013	15760.92
2014	18032.72
2015	1814.32
2016	2032.49
2017	2194.75
2018	2300.78
2019	2425.15
2020	2487.61
2021	39132.33
2022	33062.43
2023	21970.22
2024	16189.43
2025	12141.37
2026	10654.45
2027	10099.52
2028	9361.96
2029	7448.21
2030	4725.30
2031	3496.65
2032	6341.45
2033	10405.33
2034	10345.93
2035	12269.01
2036	19271.26
2037	15264.66
2038	18440.28
2039	2025.85
2040	2205.72
2041	2374.20
2042	2487.34
2043	2603.71
2044	2783.86
2045	42273.45
2046	37490.09
2047	24395.07
2048	18520.07
2049	15383.99
2050	13867.57
2051	13089.46
2052	13245.81
2053	11849.95
2054	9703.81
2055	5929.11
2056	11294.78
2057	14774.13
2058	17384.13
2059	19362.76
2060	23894.18
2061	19441.45
2062	22171.07
2063	2411.78
2064	2563.90
2065	2697.11
2066	2840.11
2067	2925.51
2068	2971.07
2069	43452.24
2070	39034.10
2071	26882.45
2072	20763.16
2073	16961.19
2074	18645.08
2075	19702.82
2076	18054.76
2077	16510.68
2078	15032.74
2079	11387.04
2080	10922.06
2081	15815.14
2082	18539.53
2083	19358.99
2084	25209.89
2085	21318.91
2086	23365.89
2087	2219.17
2088	2273.66
2089	2276.62
2090	2265.55
2091	2282.17
2092	2325.51
2093	40309.74
2094	33846.80
2095	22478.06
2096	20429.52
2097	17603.82
2098	14924.58
2099	13820.86
2100	11628.85
2101	8591.49
2102	7937.97
2103	9602.95
2104	12081.60
2105	14753.73
2106	17427.98
2107	17413.37
2108	22009.28
2109	16182.50
2110	18618.01
2111	2024.91
2112	2113.38
2113	1995.34
2114	1928.43
2115	1888.14
2116	1895.25
2117	36956.82
2118	30044.96
2119	18590.55
2120	16813.77
2121	16480.27
2122	14959.42
2123	12671.50
2124	9223.69
2125	6352.99
2126	2182.92
2127	1753.75
2128	2418.79
2129	5617.58
2130	8437.99
2131	8260.84
2132	12313.31
2133	7355.62
2134	8901.84
2135	1036.62
2136	1152.47
2137	1355.88
2138	1582.02
2139	1677.07
2140	1823.18
2141	32742.40
2142	23482.72
2143	12291.87
2144	8323.72
2145	4602.66
2146	2810.61
2147	1725.87
2148	1097.95
2149	350.76
2150	230.02
2151	157.03
2152	137.18
2153	192.50
2154	490.36
2155	952.24
2156	5987.65
2157	2344.03
2158	3349.44
2159	45.63
2160	274.52
2161	585.01
2162	884.21
2163	1130.49
2164	1254.92
2165	24580.47
2166	19844.32
2167	10591.69
2168	7667.45
2169	4867.42
2170	2623.05
2171	1086.68
2172	397.33
2173	221.38
2174	167.20
2175	99.29
2176	78.19
2177	91.78
2178	161.93
2179	310.21
2180	5033.66
2181	1017.53
2182	1660.79
2183	0.00
2184	10.69
2185	85.54
2186	203.92
2187	356.31
2188	586.93
2189	16854.60
2190	15347.22
2191	8151.05
2192	5350.85
2193	2564.09
2194	1206.81
2195	608.91
2196	292.63
2197	165.06
2198	103.85
2199	75.80
2200	70.62
2201	76.76
2202	114.66
2203	220.61
2204	4657.47
2205	642.03
2206	1103.07
2207	0.00
2208	0.00
2209	5.21
2210	73.05
2211	150.26
2212	249.75
2213	13617.74
2214	13271.57
2215	6451.76
2216	4623.52
2217	1887.17
2218	703.88
2219	303.59
2220	206.10
2221	216.51
2222	525.61
2223	1135.85
2224	2126.73
2225	3058.98
2226	3772.62
2227	5041.04
2228	10155.49
2229	5984.88
2230	6426.31
2231	66.56
2232	198.64
2233	330.42
2234	522.59
2235	661.03
2236	981.97
2237	27624.88
2238	24021.92
2239	15009.74
2240	13515.85
2241	12201.85
2242	11109.12
2243	10904.51
2244	11245.25
2245	12017.37
2246	7064.52
2247	9309.23
2248	11989.18
2249	13749.83
2250	13999.34
2251	14035.12
2252	18477.67
2253	13145.58
2254	15414.90
2255	1547.20
2256	1605.44
2257	1833.25
2258	1968.29
2259	1933.07
2260	2071.53
2261	37146.53
2262	36407.55
2263	32967.07
2264	33717.03
2265	31701.08
2266	28004.52
2267	25065.37
2268	21096.75
2269	17945.08
2270	16215.86
2271	14530.72
2272	14727.72
2273	14293.43
2274	13365.17
2275	13623.33
2276	17930.40
2277	11366.99
2278	11382.80
2279	1185.70
2280	1471.76
2281	1820.77
2282	2195.61
2283	2443.01
2284	2577.96
2285	40706.63
2286	35453.29
2287	26605.19
2288	17615.29
2289	12917.97
2290	10846.31
2291	9789.60
2292	9119.30
2293	7759.95
2294	6992.70
2295	7829.01
2296	10308.67
2297	12316.25
2298	14934.09
2299	16315.99
2300	21442.32
2301	16875.42
2302	19972.88
2303	2170.86
2304	2246.53
2305	2368.97
2306	2583.30
2307	2762.14
2308	3074.91
2309	44361.40
2310	37355.60
2311	23080.03
2312	15821.46
2313	10765.52
2314	7975.71
2315	6427.26
2316	6811.33
2317	3554.92
2318	1471.24
2319	1428.73
2320	1634.10
2321	2316.26
2322	4555.97
2323	7329.59
2324	13632.24
2325	10295.61
2326	12519.04
2327	1225.39
2328	1367.68
2329	1421.69
2330	1476.26
2331	1578.93
2332	1685.74
2333	32564.49
2334	23570.79
2335	12956.08
2336	8522.76
2337	5912.00
2338	4308.53
2339	2791.95
2340	1822.94
2341	646.49
2342	414.89
2343	391.15
2344	350.65
2345	573.68
2346	1887.88
2347	4126.61
2348	10402.57
2349	6436.67
2350	7273.72
2351	240.83
2352	400.35
2353	564.84
2354	774.58
2355	1025.11
2356	1213.05
2357	26751.26
2358	19677.68
2359	10029.04
2360	7516.41
2361	6200.39
2362	4858.24
2363	3546.25
2364	2391.90
2365	1318.86
2366	1080.98
2367	1195.08
2368	2157.73
2369	3976.91
2370	4914.17
2371	6551.73
2372	12103.02
2373	7260.28
2374	8539.69
2375	519.23
2376	799.43
2377	1051.63
2378	1254.25
2379	1375.59
2380	1507.21
2381	31297.95
2382	26264.06
2383	18970.01
2384	17567.93
2385	15910.21
2386	14384.18
2387	13209.64
2388	12637.98
2389	11757.27
2390	11882.04
2391	11879.75
2392	11827.58
2393	14049.50
2394	13494.48
2395	13570.47
2396	18829.39
2397	15130.26
2398	18526.62
2399	1896.29
2400	2096.64
2401	2338.13
2402	2452.25
2403	2526.53
2404	2657.51
2405	41515.57
2406	36013.59
2407	24293.95
2408	20502.46
2409	16359.00
2410	14472.98
2411	12776.68
2412	9279.02
2413	6923.58
2414	5294.07
2415	6102.72
2416	7914.26
2417	10160.28
2418	11392.42
2419	12054.27
2420	17255.47
2421	12399.82
2422	14239.22
2423	1401.54
2424	1534.47
2425	1721.16
2426	1866.15
2427	2124.42
2428	2418.91
2429	40273.57
2430	35082.74
2431	27523.77
2432	26195.49
2433	24602.18
2434	20932.99
2435	17105.75
2436	14823.64
2437	13634.24
2438	12999.01
2439	11501.58
2440	9818.37
2441	12457.87
2442	14230.58
2443	13999.44
2444	18364.87
2445	12191.39
2446	14195.76
2447	1598.05
2448	1873.14
2449	2068.95
2450	2345.88
2451	2400.10
2452	2363.88
2453	40925.64
2454	34803.75
2455	25702.78
2456	23045.37
2457	20548.38
2458	17956.49
2459	15938.66
2460	15328.02
2461	14528.57
2462	13566.59
2463	13581.91
2464	14995.84
2465	17362.89
2466	17186.45
2467	14605.16
2468	19097.60
2469	12559.00
2470	13331.51
2471	1311.28
2472	1499.43
2473	1576.20
2474	1569.87
2475	1622.57
2476	1722.84
2477	33553.10
2478	25268.38
2479	15922.61
2480	15076.36
2481	10118.34
2482	5502.32
2483	3810.66
2484	3604.42
2485	3033.78
2486	4176.08
2487	4060.30
2488	2429.88
2489	3786.68
2490	7061.42
2491	7891.50
2492	13536.26
2493	10197.46
2494	12785.80
2495	1414.32
2496	1628.58
2497	1901.78
2498	2070.60
2499	2220.02
2500	2479.52
2501	40325.64
2502	30111.31
2503	18862.21
2504	18214.25
2505	11136.81
2506	6196.82
2507	4538.18
2508	3358.98
2509	2262.48
2510	3163.62
2511	2945.05
2512	4042.16
2513	5577.46
2514	6418.62
2515	6026.85
2516	10042.50
2517	5742.88
2518	6599.61
2519	455.79
2520	707.72
2521	808.14
2522	847.98
2523	898.29
2524	927.15
2525	19937.79
2526	17572.96
2527	10983.54
2528	9589.53
2529	8670.53
2530	7202.14
2531	6017.65
2532	5197.03
2533	4384.43
2534	5148.13
2535	6328.08
2536	8475.45
2537	9261.96
2538	7247.17
2539	6523.22
2540	11482.38
2541	7729.64
2542	9693.94
2543	1023.67
2544	1033.36
2545	1018.02
2546	1114.40
2547	1208.94
2548	1278.44
2549	24365.39
2550	19457.25
2551	12132.12
2552	7853.70
2553	6852.51
2554	4136.76
2555	2939.11
2556	2870.51
2557	1661.25
2558	855.19
2559	1217.80
2560	2227.13
2561	3463.12
2562	4958.87
2563	6229.69
2564	11272.27
2565	7784.06
2566	10686.91
2567	1231.43
2568	1469.06
2569	1695.59
2570	1774.34
2571	1796.07
2572	1807.78
2573	32258.76
2574	22771.83
2575	11735.34
2576	7335.81
2577	4370.34
2578	2931.87
2579	1953.74
2580	1536.52
2581	2096.39
2582	2243.92
2583	2332.94
2584	3234.33
2585	3635.73
2586	3758.21
2587	4951.17
2588	10874.22
2589	6704.76
2590	6644.11
2591	185.61
2592	340.42
2593	476.23
2594	653.70
2595	835.50
2596	1024.24
2597	24922.94
2598	20540.18
2599	11562.26
2600	9091.31
2601	5310.66
2602	3111.38
2603	2344.75
2604	2325.84
2605	1974.93
2606	2143.83
2607	1700.99
2608	2051.61
2609	2819.12
2610	3219.78
2611	3990.57
2612	8980.30
2613	5310.29
2614	5858.14
2615	168.64
2616	357.72
2617	656.79
2618	946.34
2619	1122.74
2620	1364.98
2621	26225.06
2622	18468.31
2623	8952.93
2624	4992.02
2625	2320.51
2626	1203.13
2627	596.21
2628	281.14
2629	161.88
2630	113.12
2631	85.05
2632	75.32
2633	79.82
2634	152.96
2635	395.82
2636	5123.60
2637	1018.42
2638	1678.48
2639	0.00
2640	0.00
2641	0.00
2642	30.42
2643	67.03
2644	96.37
2645	11914.24
2646	10895.27
2647	3831.01
2648	1645.49
2649	406.75
2650	171.00
2651	73.91
2652	41.24
2653	24.35
2654	18.69
2655	13.97
2656	15.15
2657	24.61
2658	71.45
2659	137.09
2660	4427.21
2661	336.78
2662	565.91
2663	0.00
2664	0.00
2665	0.00
2666	0.00
2667	0.00
2668	0.00
2669	5312.79
2670	8242.89
2671	3480.77
2672	1764.39
2673	574.73
2674	328.07
2675	273.67
2676	127.57
2677	96.23
2678	133.65
2679	187.15
2680	235.33
2681	443.84
2682	839.01
2683	1359.87
2684	6075.36
2685	1880.66
2686	2164.68
2687	0.00
2688	0.00
2689	0.00
2690	9.44
2691	45.14
2692	62.54
2693	8677.28
2694	9928.44
2695	4255.76
2696	3573.21
2697	3182.97
2698	2357.05
2699	2048.56
2700	1859.62
2701	814.03
2702	324.65
2703	333.39
2704	406.87
2705	595.73
2706	1623.30
2707	2840.93
2708	8090.50
2709	4219.98
2710	5014.76
2711	188.68
2712	316.83
2713	380.03
2714	571.29
2715	740.33
2716	889.61
2717	21997.90
2718	19366.52
2719	12071.54
2720	9324.73
2721	3710.10
2722	1237.98
2723	618.08
2724	272.86
2725	152.67
2726	103.21
2727	75.78
2728	48.96
2729	52.60
2730	81.98
2731	165.30
2732	4727.82
2733	524.12
2734	816.36
2735	0.00
2736	9.65
2737	50.51
2738	78.73
2739	133.95
2740	225.63
2741	7301.96
2742	7421.36
2743	1263.43
2744	399.58
2745	110.32
2746	33.86
2747	16.66
2748	6.35
2749	0.36
2750	0.00
2751	0.00
2752	0.00
2753	0.00
2754	0.32
2755	8.88
2756	2990.03
2757	19.73
2758	25.85
2759	0.00
2760	0.00
2761	0.00
2762	0.00
2763	0.00
2764	0.00
2765	584.01
2766	2122.98
2767	86.19
2768	31.64
2769	33.61
2770	32.91
2771	14.96
2772	8.38
2773	2.62
2774	0.00
2775	0.00
2776	1.93
2777	9.16
2778	19.98
2779	29.25
2780	1759.44
2781	67.74
2782	117.10
2783	0.00
2784	0.00
2785	0.00
2786	0.00
2787	0.00
2788	0.00
2789	1076.03
2790	3882.51
2791	504.25
2792	428.53
2793	321.23
2794	231.82
2795	183.73
2796	214.19
2797	289.49
2798	424.12
2799	430.40
2800	482.87
2801	637.52
2802	854.27
2803	988.13
2804	4891.72
2805	1246.60
2806	1472.76
2807	0.00
2808	0.00
2809	0.00
2810	0.00
2811	0.00
2812	0.00
2813	8868.11
2814	9400.24
2815	3406.57
2816	2589.81
2817	1492.19
2818	1506.34
2819	1113.16
2820	733.11
2821	491.35
2822	627.09
2823	385.53
2824	421.75
2825	734.01
2826	1280.25
2827	1943.20
2828	6534.93
2829	2572.25
2830	2693.06
2831	0.00
2832	0.00
2833	0.00
2834	0.00
2835	0.00
2836	0.00
2837	8947.70
2838	9485.43
2839	4274.71
2840	3132.93
2841	2219.89
2842	959.09
2843	314.95
2844	153.49
2845	93.61
2846	61.91
2847	30.19
2848	19.11
2849	18.85
2850	28.89
2851	43.06
2852	3822.98
2853	63.03
2854	95.09
2855	0.00
2856	0.00
2857	0.00
2858	0.00
2859	0.00
2860	0.00
2861	1037.06
2862	4171.12
2863	225.73
2864	68.66
2865	20.10
2866	1.23
2867	0.00
2868	0.00
2869	0.00
2870	0.00
2871	0.00
2872	0.00
2873	0.00
2874	0.00
2875	0.00
2876	1637.10
2877	0.00
2878	0.15
2879	0.00
2880	0.00
2881	0.00
2882	0.00
2883	0.00
2884	0.00
2885	76.43
2886	776.51
2887	7.68
2888	0.00
2889	0.00
2890	0.00
2891	0.00
2892	0.00
2893	0.00
2894	0.00
2895	0.00
2896	0.00
2897	0.00
2898	0.00
2899	0.00
2900	89.27
2901	0.00
2902	0.00
2903	0.00
2904	0.00
2905	0.00
2906	0.00
2907	0.00
2908	0.00
2909	24.67
2910	318.06
2911	0.07
2912	0.00
2913	0.00
2914	0.00
2915	0.00
2916	0.00
2917	0.00
2918	0.00
2919	0.00
2920	0.00
2921	0.00
2922	0.00
2923	0.00
2924	8.68
2925	0.00
2926	0.00
2927	0.00
2928	0.00
2929	0.00
2930	0.00
2931	0.00
2932	0.00
2933	0.00
2934	23.33
2935	0.00
2936	0.00
2937	0.00
2938	0.00
2939	0.00
2940	0.00
2941	0.00
2942	0.00
2943	0.00
2944	0.00
2945	0.00
2946	0.00
2947	0.00
2948	0.00
2949	0.00
2950	0.00
2951	0.00
2952	0.00
2953	0.00
2954	0.00
2955	0.00
2956	0.00
2957	0.00
2958	4.18
2959	0.00
2960	0.00
2961	0.00
2962	0.00
2963	0.00
2964	0.00
2965	0.00
2966	0.00
2967	0.00
2968	0.00
2969	0.00
2970	0.00
2971	0.00
2972	114.29
2973	0.00
2974	0.00
2975	0.00
2976	0.00
2977	0.00
2978	0.00
2979	0.00
2980	0.00
2981	11.05
2982	1330.94
2983	22.08
2984	32.70
2985	36.21
2986	39.84
2987	41.15
2988	41.24
2989	37.67
2990	41.40
2991	56.68
2992	64.29
2993	60.33
2994	57.99
2995	59.43
2996	2441.79
2997	122.32
2998	188.00
2999	0.00
3000	0.00
3001	0.00
3002	0.00
3003	0.00
3004	0.00
3005	2030.52
3006	5544.79
3007	1161.63
3008	931.96
3009	875.88
3010	765.77
3011	761.41
3012	926.75
3013	972.83
3014	898.51
3015	749.14
3016	823.71
3017	1008.71
3018	1254.23
3019	1488.34
3020	5948.54
3021	1774.95
3022	2082.04
3023	0.56
3024	32.52
3025	77.78
3026	114.94
3027	145.15
3028	209.26
3029	11184.01
3030	11781.10
3031	6233.28
3032	5381.27
3033	4443.81
3034	3880.72
3035	3087.06
3036	1990.57
3037	1050.47
3038	1418.11
3039	1717.23
3040	1260.45
3041	2235.76
3042	2808.59
3043	2901.68
3044	7368.14
3045	3058.75
3046	3142.26
3047	73.59
3048	92.96
3049	109.80
3050	146.24
3051	194.16
3052	189.00
3053	8063.38
3054	7238.54
3055	1412.67
3056	326.35
3057	59.45
3058	22.65
3059	11.39
3060	3.35
3061	0.00
3062	0.00
3063	0.00
3064	0.00
3065	0.00
3066	0.00
3067	0.00
3068	2478.95
3069	0.23
3070	6.44
3071	0.00
3072	0.00
3073	0.00
3074	0.00
3075	0.00
3076	0.00
3077	954.48
3078	4273.16
3079	299.23
3080	168.09
3081	100.36
3082	41.05
3083	23.27
3084	11.70
3085	13.42
3086	9.31
3087	10.14
3088	22.99
3089	29.60
3090	59.65
3091	133.42
3092	3455.62
3093	244.89
3094	296.95
3095	0.00
3096	0.00
3097	0.00
3098	0.00
3099	0.00
3100	0.00
3101	2406.53
3102	5297.99
3103	1054.50
3104	791.57
3105	511.81
3106	176.67
3107	89.22
3108	48.06
3109	36.65
3110	21.78
3111	10.67
3112	13.35
3113	18.12
3114	30.28
3115	49.98
3116	3430.34
3117	88.28
3118	180.37
3119	0.00
3120	0.00
3121	0.00
3122	0.00
3123	0.00
3124	0.00
3125	3059.54
3126	5601.81
3127	834.51
3128	436.75
3129	203.76
3130	66.37
3131	21.90
3132	8.27
3133	1.19
3134	0.00
3135	0.00
3136	0.00
3137	0.00
3138	0.00
3139	3.92
3140	2044.89
3141	25.53
3142	51.25
3143	0.00
3144	0.00
3145	0.00
3146	0.00
3147	0.00
3148	0.00
3149	604.15
3150	1127.96
3151	45.18
3152	5.67
3153	0.00
3154	0.00
3155	0.00
3156	0.00
3157	0.00
3158	0.00
3159	0.00
3160	0.00
3161	0.00
3162	0.00
3163	2.41
3164	676.50
3165	114.81
3166	167.07
3167	0.00
3168	0.00
3169	0.00
3170	0.00
3171	0.00
3172	0.00
3173	936.45
3174	3175.80
3175	446.65
3176	527.98
3177	348.41
3178	162.13
3179	83.87
3180	80.31
3181	71.01
3182	38.75
3183	52.30
3184	91.31
3185	99.97
3186	97.61
3187	275.33
3188	3436.63
3189	664.55
3190	1060.55
3191	0.00
3192	0.00
3193	0.00
3194	0.00
3195	0.00
3196	0.00
3197	8614.45
3198	9858.69
3199	4195.29
3200	2539.87
3201	1725.15
3202	1304.47
3203	936.61
3204	440.50
3205	235.32
3206	196.46
3207	214.87
3208	392.09
3209	860.88
3210	1416.91
3211	1904.94
3212	6780.22
3213	2822.15
3214	2845.00
3215	0.00
3216	0.00
3217	11.65
3218	33.78
3219	54.33
3220	71.01
3221	11214.86
3222	10327.09
3223	4561.42
3224	3091.91
3225	1981.25
3226	1198.00
3227	913.59
3228	760.17
3229	405.53
3230	262.90
3231	280.84
3232	281.87
3233	322.74
3234	708.72
3235	1595.50
3236	6883.07
3237	3436.01
3238	4040.44
3239	5.56
3240	61.69
3241	124.41
3242	174.29
3243	296.66
3244	328.66
3245	16842.03
3246	13896.58
3247	6397.99
3248	3763.60
3249	1867.39
3250	869.12
3251	423.68
3252	190.12
3253	107.88
3254	82.41
3255	58.41
3256	31.72
3257	33.78
3258	48.84
3259	98.48
3260	3937.07
3261	469.35
3262	692.99
3263	0.00
3264	0.00
3265	0.00
3266	0.00
3267	0.00
3268	0.00
3269	6328.34
3270	7070.81
3271	1749.43
3272	1127.02
3273	821.34
3274	591.18
3275	487.83
3276	374.37
3277	311.66
3278	332.57
3279	199.39
3280	307.09
3281	348.76
3282	506.64
3283	844.83
3284	5312.26
3285	1288.53
3286	1586.34
3287	0.00
3288	0.00
3289	0.00
3290	0.00
3291	0.00
3292	0.00
3293	7215.78
3294	8649.60
3295	2930.90
3296	1668.13
3297	1000.46
3298	447.71
3299	143.91
3300	80.00
3301	34.09
3302	17.55
3303	22.80
3304	26.50
3305	29.39
3306	46.18
3307	108.82
3308	3979.94
3309	385.24
3310	720.03
3311	0.00
3312	0.00
3313	0.00
3314	0.00
3315	0.00
3316	0.00
3317	2961.67
3318	4245.41
3319	553.42
3320	258.66
3321	154.19
3322	163.96
3323	202.58
3324	187.97
3325	168.34
3326	199.18
3327	243.01
3328	344.07
3329	536.03
3330	785.69
3331	1054.49
3332	5132.46
3333	1285.39
3334	1483.84
3335	0.00
3336	0.00
3337	0.00
3338	0.00
3339	0.00
3340	0.00
3341	8771.64
3342	8331.92
3343	2445.92
3344	987.13
3345	419.77
3346	202.00
3347	101.77
3348	79.13
3349	55.77
3350	32.87
3351	28.23
3352	31.25
3353	54.46
3354	83.65
3355	153.22
3356	3772.00
3357	931.69
3358	1295.66
3359	0.00
3360	0.00
3361	0.00
3362	0.00
3363	0.00
3364	0.00
3365	8400.85
3366	9363.88
3367	3981.89
3368	2703.46
3369	2231.29
3370	1539.38
3371	966.95
3372	355.68
3373	233.26
3374	173.36
3375	202.72
3376	171.13
3377	96.57
3378	118.51
3379	292.55
3380	4935.64
3381	1203.89
3382	1604.15
3383	0.00
3384	0.00
3385	0.00
3386	8.33
3387	20.98
3388	30.13
3389	7781.65
3390	8903.92
3391	3553.11
3392	2786.29
3393	2358.45
3394	2039.55
3395	1886.29
3396	1551.11
3397	1297.64
3398	1523.85
3399	1355.57
3400	1425.24
3401	1769.17
3402	1949.40
3403	2085.03
3404	6553.68
3405	2219.41
3406	2251.98
3407	0.00
3408	0.00
3409	5.07
3410	19.81
3411	29.10
3412	34.20
3413	6469.12
3414	7644.87
3415	2073.31
3416	975.35
3417	316.42
3418	112.03
3419	80.99
3420	53.21
3421	33.98
3422	16.96
3423	9.33
3424	6.61
3425	8.03
3426	15.38
3427	33.77
3428	4042.97
3429	173.20
3430	317.04
3431	0.00
3432	0.00
3433	0.00
3434	0.00
3435	0.00
3436	0.00
3437	3212.20
3438	4980.06
3439	242.81
3440	62.14
3441	23.48
3442	5.39
3443	0.00
3444	0.00
3445	0.00
3446	0.00
3447	0.00
3448	0.00
3449	0.00
3450	0.00
3451	0.00
3452	2171.56
3453	0.00
3454	0.00
3455	0.00
3456	0.00
3457	0.00
3458	0.00
3459	0.00
3460	0.00
3461	65.29
3462	2654.94
3463	27.06
3464	16.26
3465	4.15
3466	0.15
3467	0.00
3468	0.00
3469	0.00
3470	0.00
3471	0.00
3472	0.00
3473	0.00
3474	4.59
3475	9.65
3476	2352.00
3477	29.98
3478	59.68
3479	0.00
3480	0.00
3481	0.00
3482	0.00
3483	0.00
3484	0.00
3485	528.68
3486	2410.56
3487	102.35
3488	48.63
3489	19.55
3490	3.66
3491	0.57
3492	0.00
3493	0.00
3494	0.00
3495	0.00
3496	0.00
3497	0.00
3498	0.00
3499	0.00
3500	548.79
3501	0.00
3502	0.00
3503	0.00
3504	0.00
3505	0.00
3506	0.00
3507	0.00
3508	0.00
3509	21.69
3510	967.09
3511	0.68
3512	0.00
3513	0.00
3514	0.00
3515	0.00
3516	0.00
3517	0.00
3518	0.00
3519	0.00
3520	0.00
3521	0.00
3522	0.00
3523	0.00
3524	360.49
3525	0.00
3526	0.00
3527	0.00
3528	0.00
3529	0.00
3530	0.00
3531	0.00
3532	0.00
3533	0.00
3534	720.86
3535	0.00
3536	0.00
3537	0.00
3538	0.00
3539	0.00
3540	0.00
3541	0.00
3542	0.00
3543	0.00
3544	0.00
3545	0.00
3546	0.00
3547	0.00
3548	58.82
3549	0.00
3550	0.00
3551	0.00
3552	0.00
3553	0.00
3554	0.00
3555	0.00
3556	0.00
3557	0.00
3558	22.81
3559	0.00
3560	0.00
3561	0.00
3562	0.00
3563	0.00
3564	0.00
3565	0.00
3566	0.00
3567	0.00
3568	0.00
3569	0.00
3570	0.00
3571	0.00
3572	0.00
3573	0.00
3574	0.00
3575	0.00
3576	0.00
3577	0.00
3578	0.00
3579	0.00
3580	0.00
3581	0.00
3582	50.34
3583	0.00
3584	0.00
3585	0.00
3586	0.00
3587	0.00
3588	0.00
3589	0.00
3590	0.00
3591	0.00
3592	0.00
3593	0.00
3594	0.00
3595	0.00
3596	317.47
3597	0.00
3598	0.00
3599	0.00
3600	0.00
3601	0.00
3602	0.00
3603	0.00
3604	0.00
3605	0.00
3606	1039.32
3607	0.00
3608	0.00
3609	0.00
3610	0.00
3611	0.00
3612	0.00
3613	0.00
3614	0.00
3615	0.00
3616	0.00
3617	0.00
3618	0.00
3619	0.00
3620	1376.35
3621	0.00
3622	0.00
3623	0.00
3624	0.00
3625	0.00
3626	0.00
3627	0.00
3628	0.00
3629	230.75
3630	2982.09
3631	130.23
3632	127.01
3633	124.27
3634	111.51
3635	81.67
3636	71.48
3637	78.38
3638	64.22
3639	52.90
3640	91.83
3641	148.21
3642	216.18
3643	278.36
3644	3697.36
3645	335.76
3646	363.14
3647	0.00
3648	0.00
3649	0.00
3650	0.00
3651	0.00
3652	0.00
3653	1516.88
3654	4294.16
3655	519.68
3656	352.37
3657	191.31
3658	145.89
3659	107.61
3660	49.62
3661	40.99
3662	33.19
3663	14.23
3664	6.30
3665	18.07
3666	33.02
3667	46.02
3668	2995.69
3669	237.01
3670	351.85
3671	0.00
3672	0.00
3673	0.00
3674	0.00
3675	0.00
3676	0.00
3677	3231.85
3678	4814.53
3679	679.73
3680	240.54
3681	69.90
3682	24.56
3683	20.32
3684	15.92
3685	22.17
3686	37.30
3687	23.16
3688	14.92
3689	12.79
3690	3.70
3691	6.52
3692	1524.41
3693	61.14
3694	126.16
3695	0.00
3696	0.00
3697	0.00
3698	0.00
3699	0.00
3700	0.00
3701	1011.46
3702	3812.90
3703	462.56
3704	313.16
3705	238.84
3706	106.95
3707	56.52
3708	61.85
3709	41.12
3710	15.12
3711	4.23
3712	3.33
3713	16.57
3714	33.71
3715	37.17
3716	2567.96
3717	95.70
3718	193.88
3719	0.00
3720	0.00
3721	0.00
3722	0.00
3723	0.00
3724	0.00
3725	929.80
3726	3886.47
3727	236.28
3728	96.24
3729	38.41
3730	17.59
3731	13.31
3732	23.49
3733	40.06
3734	33.02
3735	7.69
3736	0.00
3737	0.00
3738	4.62
3739	16.05
3740	1923.11
